Name,height_list,len
Celtis australis,"[6.0, 6.0, 6.0, 5.5, 6.5, 4.5, 5.0, 4.5, 4.5, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 9.0, 8.0, 8.0, 10.0, 10.0, 12.0, 18.0, 8.0, 8.0, 8.0, 6.0, 8.0, 7.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 4.5, 5.0, 5.0, 4.5, 4.5, 4.5, 4.5, 4.5, 5.0, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 5.0, 5.0, 5.0, 6.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 8.0, 8.0, 7.0, 8.0, 7.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 6.0, 6.0, 8.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.5, 5.0, 4.0, 5.0, 5.0, 4.5, 5.0, 4.5, 5.0, 5.0, 5.0, 5.0, 4.0, 6.0, 6.0, 7.0, 10.0, 9.0, 8.0, 12.0, 9.0, 9.0, 8.0, 10.0, 10.0, 10.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 6.0, 15.0, 12.5, 13.0, 12.0, 13.0, 5.0, 5.0, 5.0, 5.0, 3.5, 4.0, 14.0, 14.0, 15.0, 15.0, 18.0, 16.0, 15.0, 18.0, 25.0, 20.0, 20.0, 13.0, 6.0, 6.0, 5.0, 6.0, 13.0, 8.3, 8.3, 8.3, 8.3, 8.3, 8.0, 13.0, 8.3, 8.3, 8.3, 8.3, 8.3, 11.0, 12.0, 8.3, 8.3, 8.3, 8.3, 5.5, 8.3, 8.3, 8.3, 8.0, 9.0, 12.0, 16.0, 12.0, 17.0, 14.0, 15.0, 25.0, 9.0, 3.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 13.0, 16.0, 9.0, 13.0, 3.5, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.5, 10.0, 14.0, 12.0, 12.0, 12.0, 12.0, 17.0, 12.0, 18.0, 15.0, 9.0, 18.0, 17.0, 9.0, 9.0, 11.0, 15.0, 10.0, 12.0, 10.0, 10.0, 12.0, 20.0, 7.0, 10.0, 8.0, 14.0, 12.5, 10.0, 13.0, 9.0, 20.0, 9.0, 8.3, 8.3, 13.0, 4.5, 6.0, 6.0, 7.0, 8.0, 6.0, 15.0, 14.0, 20.0, 15.0, 15.0, 15.0, 13.0, 13.0, 15.0, 13.0, 15.0, 13.0, 14.0, 15.0, 15.0, 13.0, 13.0, 14.0, 15.0, 14.0, 14.0, 8.3, 14.0, 13.0, 15.0, 14.0, 14.0, 14.0, 14.0, 15.0, 14.0, 14.0, 13.0, 8.3, 14.0, 8.3, 13.0, 13.0, 14.0, 3.5, 13.0, 14.0, 11.0, 11.0, 8.3, 8.3, 8.3, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 14.0, 3.5, 12.0, 12.0, 6.0, 12.0, 12.0, 14.0, 13.0, 12.0, 13.0, 13.0, 7.0, 11.5, 6.0, 13.0, 13.0, 15.0, 13.0, 19.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 14.0, 18.0, 15.0, 15.0, 13.0, 13.0, 15.0, 20.0, 8.0, 15.0, 15.0, 15.0, 6.0, 15.0, 6.0, 4.5, 4.5, 4.5, 4.5, 4.5, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 8.3, 8.3, 8.3, 6.0, 8.3, 8.3, 8.3, 8.3, 8.3, 8.3, 6.0, 6.0, 5.0, 4.5, 5.5, 6.0, 8.3, 10.0, 11.0, 12.5, 13.0, 15.0, 11.0, 10.0, 9.0, 11.0, 12.0, 6.0, 5.0, 7.5, 7.5, 12.0, 14.0, 15.0, 13.0, 8.3, 13.0, 11.0, 11.0, 11.0, 11.0, 11.0, 8.3, 8.3, 10.0, 10.0, 8.0, 9.0, 10.0, 11.0, 11.0, 10.0, 10.0, 10.0, 10.0, 10.0, 12.0, 12.0, 12.0, 8.0, 12.0, 4.0, 10.0, 14.0, 14.0, 8.5, 11.0, 5.0, 6.0, 14.0, 18.0, 16.0, 16.0, 15.0, 7.0, 5.0, 4.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 4.0, 6.0, 6.0, 6.0, 6.0, 4.0, 7.0, 8.0, 6.0, 4.0, 4.0, 8.0, 7.0, 12.0, 6.0, 8.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 8.0, 6.0, 4.0, 8.0, 4.0, 3.0, 8.0, 6.0, 5.0, 4.0, 7.0, 6.0, 4.0, 7.0, 7.0, 8.0, 6.0, 7.0, 7.0, 9.0, 8.0, 6.0, 8.0, 10.0, 8.0, 8.0, 10.0, 10.0, 10.0, 3.0, 8.0, 10.0, 8.0, 8.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 7.0, 13.0, 15.0, 16.0, 17.0, 16.0, 17.0, 16.0, 14.0, 14.0, 2.0, 17.0, 7.0, 12.0, 8.0, 9.0, 11.0, 8.5, 10.0, 11.0, 11.0, 10.0, 11.0, 11.0, 10.0, 10.5, 6.0, 6.0, 5.0, 4.0, 12.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 6.0, 9.0, 9.0, 6.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 7.0, 9.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 6.0, 6.0, 5.0, 9.0, 9.0, 9.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 8.0, 11.0, 12.0, 13.0, 8.0, 13.0, 13.0, 12.0, 13.0, 9.0, 7.0, 7.0, 7.0, 7.0, 8.0, 9.0, 9.0, 9.0, 7.0, 8.0, 12.0, 10.0, 10.0, 3.5, 3.5, 3.5, 4.0, 4.0, 6.0, 5.0, 3.5, 5.0, 3.5, 4.0, 6.0, 3.5, 4.0, 3.5, 3.5, 4.0, 4.0, 4.0, 12.0, 13.0, 7.0, 5.0, 5.0, 5.0, 6.0, 7.0, 6.0, 7.0, 8.0, 7.0, 7.0, 6.0, 6.0, 5.0, 6.0, 5.0, 5.0, 11.0, 9.0, 9.0, 8.0, 10.0, 5.0, 18.0, 5.0, 4.0, 5.0, 5.0, 5.0, 12.0, 6.0, 4.0, 6.0, 6.0, 7.0, 8.0, 9.0, 8.0, 7.0, 8.0, 6.0, 5.0, 7.0, 5.0, 6.0, 7.0, 7.0, 7.0, 6.0, 8.0, 7.0, 8.0, 8.0, 6.0, 5.0, 7.0, 7.0, 7.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 6.0, 3.0, 6.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 6.0, 6.0, 6.0, 5.0, 5.0, 3.0, 4.0, 6.0, 5.0, 3.0, 11.0, 6.0, 6.0, 6.0, 3.0, 3.0, 5.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 8.0, 12.0, 4.0, 4.0, 6.0, 9.0, 6.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 8.0, 8.0, 10.0, 10.0, 8.0, 13.0, 13.0, 15.0, 4.0, 8.0, 5.0, 7.0, 8.0, 6.0, 7.0, 7.0, 7.0, 7.0, 13.0, 6.0, 4.0, 6.0, 8.0, 8.0, 8.0, 8.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 14.0, 14.0, 14.0, 6.0, 15.0, 17.0, 5.0, 17.0, 8.3]",1028
Aesculus hippocastanum,"[15.0, 15.0, 14.0, 16.0, 6.0, 6.0, 14.0, 12.0, 5.0, 12.0, 20.0, 8.0, 6.0, 12.0, 12.0, 7.0, 8.0, 10.0, 8.0, 9.0, 12.0, 12.0, 9.0, 14.0, 6.0, 12.0, 8.0, 7.0, 8.0, 8.0, 8.0, 6.0, 5.0, 22.0, 10.0, 10.0, 10.0, 10.0, 6.0, 8.4, 8.4, 8.4, 11.0, 10.0, 11.0, 6.0, 11.0, 7.0, 10.0, 8.0, 6.0, 12.0, 12.0, 7.0, 9.0, 12.0, 10.0, 8.0, 9.0, 4.0, 12.0, 8.0, 12.0, 12.0, 10.0, 6.0, 12.0, 6.0, 4.0, 6.0, 8.0, 6.0, 7.0, 8.0, 14.0, 6.0, 8.0, 8.0, 3.0, 7.5, 8.0, 12.0, 8.0, 6.0, 12.0, 12.0, 8.0, 7.0, 12.0, 12.0, 8.0, 12.0, 8.0, 9.0, 8.0, 8.0, 8.0, 6.0, 6.0, 9.0, 5.0, 8.0, 10.0, 12.0, 6.0, 9.0, 12.0, 7.0, 8.0, 7.0, 12.0, 12.0, 12.0, 12.0, 7.0, 5.0, 12.0, 12.0, 7.0, 12.0, 9.0, 6.0, 9.0, 6.0, 7.0, 6.0, 12.0, 7.0, 12.0, 12.0, 12.0, 12.0, 10.0, 6.0, 12.0, 4.0, 12.0, 12.0, 10.0, 12.0, 12.0, 12.0, 10.0, 3.0, 8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 9.0, 12.0, 9.5, 10.0, 9.0, 10.0, 9.5, 8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 12.0, 12.0, 6.0, 12.0, 13.0, 13.0, 13.0, 5.0, 12.0, 13.0, 13.0, 5.0, 5.0, 10.0, 13.0, 12.0, 5.0, 6.0, 6.0, 7.0, 6.0, 10.0, 9.0, 8.0, 7.0, 7.0, 12.0, 12.0, 11.0, 8.0, 12.0, 6.0, 8.0, 12.0, 7.0, 6.0, 12.0, 7.0, 14.0, 10.0, 12.0, 10.0, 12.0, 12.0, 12.0, 14.0, 14.0, 12.0, 11.0, 4.0, 4.0, 12.0, 4.0, 3.0, 13.0, 4.0, 5.0, 8.0, 9.0, 8.0, 10.0, 12.0, 4.0, 9.0, 3.5, 4.0, 6.0, 8.0, 3.0, 3.5, 3.0, 10.0, 3.0, 3.5, 8.0, 13.0, 12.0, 6.0, 7.0, 8.0, 7.0, 4.0, 6.0, 8.0, 5.0, 9.0, 7.0, 3.0, 7.0, 7.0, 9.0, 3.5, 3.5, 4.0, 10.0, 3.5, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 3.5, 3.5, 10.0, 11.0, 4.0, 11.0, 11.0, 4.0, 11.0, 3.5, 11.0, 11.0, 12.0, 12.0, 8.0, 12.0, 3.5, 11.0, 11.0, 3.0, 12.0, 12.0, 9.0, 5.0, 8.5, 4.0, 3.0, 10.0, 3.5, 3.5, 3.5, 3.5, 4.0, 11.0, 12.0, 12.0, 10.0, 3.0, 9.0, 4.0, 11.0, 10.0, 10.0, 3.5, 3.5, 3.5, 3.0, 9.5, 4.5, 5.5, 3.5, 4.5, 7.0, 7.0, 9.5, 5.5, 5.0, 3.0, 7.0, 7.0, 6.0, 8.5, 10.5, 5.0, 6.0, 9.0, 5.5, 8.0, 5.6, 7.0, 3.0, 11.0, 9.0, 9.0, 11.0, 10.0, 11.0, 12.0, 12.0, 11.0, 12.5, 12.0, 12.0, 12.0, 3.5, 12.5, 3.5, 12.0, 2.5, 2.5, 3.0, 4.0, 5.0, 4.0, 4.0, 4.5, 4.0, 4.5, 4.0, 3.0, 3.0, 11.0, 6.0, 5.5, 8.0, 8.0, 8.0, 11.0, 8.0, 4.0, 4.0, 3.5, 10.0, 9.5, 3.5, 4.0, 3.5, 4.0, 3.5, 3.5, 3.5, 11.0, 3.5, 3.0, 3.5, 3.5, 3.5, 12.0, 4.0, 5.0, 4.5, 5.5, 4.5, 4.5, 5.0, 5.5, 13.0, 15.0, 12.0, 13.0, 15.0, 14.0, 15.0, 13.0, 15.0, 12.0, 5.0, 11.0, 6.0, 3.0, 3.0, 2.0, 10.0, 8.0, 11.0, 3.0, 8.0, 9.0, 14.0, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 9.0, 10.0, 10.0, 9.0, 12.0, 9.0, 9.0, 7.0, 8.0, 10.0, 8.0, 10.0, 18.0, 11.0, 11.0, 21.0, 8.0, 8.0, 8.0, 5.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 7.0, 4.0, 5.0, 11.0, 11.0, 6.0, 6.0, 6.0, 12.0, 12.0, 12.0, 8.0, 8.0, 12.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 7.0, 7.0, 12.0, 9.0, 9.0, 12.0, 9.0, 9.0, 9.0, 7.0, 15.0, 8.0, 7.0, 9.0, 7.0, 8.0, 9.0, 14.0, 6.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 6.0, 6.0, 8.0, 6.0, 6.0, 6.0, 3.0, 6.0, 3.0, 4.0, 3.0, 8.0, 15.0, 10.0, 14.0, 10.0, 10.0, 8.0, 10.0, 10.0, 7.0, 7.0, 7.0, 7.0, 6.0, 8.0, 8.0, 8.0, 5.0, 6.0, 10.0, 10.0, 10.0, 17.0, 3.0, 3.0, 3.0, 3.0, 9.0, 9.0, 3.0, 3.0, 3.0, 3.0, 15.0, 15.0, 16.0, 14.0, 13.0, 10.0, 10.0, 15.0, 7.0, 3.0, 14.0, 15.0, 13.0, 13.0, 15.0, 14.0, 14.0]",581
Carpinus betulus,"[4.5, 4.0, 5.0, 4.5, 4.0, 4.0, 4.5, 12.0, 12.0, 12.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 6.0, 4.0, 15.0, 15.0, 15.0, 8.0, 15.0, 8.0, 8.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.5, 4.5, 5.0, 5.0, 5.0, 4.0, 4.5, 4.5, 6.0, 6.0, 6.0, 4.5, 5.0, 4.5, 4.5, 4.5, 5.0, 5.0, 4.5, 5.0, 2.5, 4.5, 5.0, 5.0, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 5.0, 4.5, 4.5, 4.5, 4.5, 5.0, 4.5, 4.5, 5.0, 5.0, 4.5, 4.5, 5.0, 6.2, 8.0, 15.0, 8.0, 3.0, 20.0, 18.0, 25.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 6.0, 6.0, 6.0, 3.5, 6.0, 6.0, 4.0, 4.0, 8.0, 20.0, 10.0, 5.0, 10.0, 10.0, 6.0, 6.0, 10.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 6.0, 10.0, 10.0, 12.0, 12.0, 18.0, 20.0, 12.0, 12.0, 6.0, 6.0, 6.0, 6.0, 5.0, 14.0, 12.0, 10.0, 12.0, 14.0, 13.0, 6.0, 10.0, 5.0, 5.0, 4.5, 4.5, 3.0, 5.0, 9.0, 8.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 14.0, 13.0, 14.0, 7.0, 8.0, 6.2, 11.0, 12.0, 6.2, 13.0, 13.0, 13.0, 14.0, 10.0, 8.0, 12.0, 12.0, 12.0, 6.0, 6.0, 8.0, 9.0, 8.0, 9.0, 9.0, 6.0, 7.0, 8.0, 8.0, 12.0, 8.0, 7.0, 4.0, 7.0, 7.0, 8.0, 7.0, 6.0, 3.0, 3.0, 6.0, 4.0, 8.0, 7.0, 8.0, 7.0, 7.0, 6.0, 7.0, 6.0, 5.0, 4.0, 3.0, 6.0, 7.0, 7.0, 8.0, 7.0, 6.0, 6.0, 6.0, 6.0, 4.0, 5.0, 8.0, 8.0, 7.0, 9.0, 9.0, 8.0, 8.0, 8.0, 7.0, 8.0, 4.0, 3.5, 7.0, 6.0, 5.0, 9.0, 8.0, 6.0, 5.0, 4.0, 9.0, 10.0, 7.5, 9.0, 9.0, 9.0, 5.0, 4.0, 9.0, 10.0, 9.0, 10.0, 10.0, 10.0, 12.0, 12.0, 4.0, 4.0, 8.0, 7.0, 4.0, 4.0, 4.0, 4.0, 3.5, 4.0, 7.0, 7.0, 10.0, 3.5, 11.0, 3.5, 3.0, 7.0, 6.0, 4.0, 3.0, 3.0, 8.0, 7.0, 8.0, 5.0, 10.0, 3.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.5, 4.0, 8.0, 7.0, 8.0, 7.0, 8.0, 8.0, 11.0, 9.0, 10.0, 10.5, 9.0, 7.0, 8.0, 10.0, 9.0, 12.0, 11.0, 11.0, 12.0, 11.0, 3.0, 3.0, 3.0, 3.0, 3.5, 4.0, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 4.0, 6.0, 4.5, 4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 6.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 7.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 8.0, 8.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 12.0, 8.0, 5.0, 8.0, 8.0, 6.0, 6.0, 6.0, 10.0, 6.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 10.0, 8.0, 8.0, 8.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 10.0, 6.2, 6.2, 6.2, 6.2, 6.2]",536
Tilia cordata,"[4.5, 5.0, 5.0, 4.0, 6.0, 7.0, 7.0, 7.0, 4.5, 4.5, 4.5, 4.5, 5.0, 5.0, 5.0, 4.5, 2.0, 4.5, 4.5, 5.0, 5.0, 4.5, 4.5, 4.5, 5.0, 4.5, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 8.0, 8.0, 10.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 5.0, 7.0, 5.0, 7.0, 4.0, 4.0, 6.0, 4.0, 1.0, 6.0, 5.0, 6.0, 4.5, 4.0, 4.5, 4.0, 5.0, 5.0, 4.0, 4.5, 4.0, 5.0, 4.0, 6.0, 4.0, 4.0, 4.0, 5.0, 4.5, 4.0, 4.0, 4.0, 4.0, 4.5, 4.0, 4.0, 4.0, 3.0, 4.0, 5.0, 4.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 5.0, 4.0, 5.5, 4.5, 3.5, 4.0, 3.0, 4.0, 3.5, 3.5, 3.5, 4.0, 4.5, 4.0, 6.0, 5.0, 4.0, 4.0, 4.0, 4.5, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 6.0, 4.5, 4.5, 5.0, 6.0, 4.0, 4.0, 5.0, 3.5, 4.0, 4.0, 5.0, 5.0, 5.0, 10.0, 10.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 4.0, 6.0, 5.0, 6.0, 2.5, 4.5, 4.0, 4.0, 6.5, 4.0, 5.5, 5.5, 4.0, 4.0, 6.0, 5.5, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 10.0, 10.0, 6.0, 5.0, 4.0, 4.0, 3.5, 6.0, 5.0, 3.0, 6.0, 7.0, 8.0, 7.0, 8.0, 5.0, 10.0, 4.0, 5.0, 4.5, 6.0, 4.0, 4.0, 5.0, 7.0, 7.0, 4.0, 8.0, 4.0, 6.4, 6.4, 6.4, 7.0, 6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 7.0, 8.0, 6.0, 4.5, 7.0, 10.0, 6.0, 5.0, 6.0, 6.0, 7.0, 6.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 7.0, 6.0, 3.0, 5.0, 15.0, 20.0, 15.0, 4.0, 3.5, 15.0, 18.0, 18.0, 15.0, 18.0, 18.0, 19.0, 19.0, 4.0, 21.0, 21.0, 21.0, 4.0, 21.0, 2.5, 2.5, 2.5, 5.0, 4.0, 4.0, 4.5, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0, 13.0, 13.0, 4.0, 7.0, 4.0, 7.0, 4.0, 7.0, 7.0, 8.0, 7.0, 8.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 8.0, 8.0, 8.0, 7.0, 8.0, 4.0, 12.0, 4.0, 4.0, 16.0, 4.0, 4.0, 4.0, 4.0, 12.0, 11.0, 10.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 13.0, 6.0, 9.0, 9.0, 10.0, 8.0, 14.0, 17.0, 18.0, 3.0, 3.0, 3.0, 3.0, 3.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 14.0, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 12.0, 8.0, 13.0, 14.0, 13.0, 4.0, 6.0, 7.0, 13.0, 13.0, 13.0, 13.0, 5.0, 19.0, 19.0, 19.0, 10.0, 11.0, 10.0, 11.0, 10.0, 18.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 9.0, 9.0, 9.0, 9.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 5.0, 5.0, 12.0, 16.0, 15.0, 18.0]",509
