Name,DBH (cm),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr)
Aesculus hippocastanum,45,6,1.8,12,113.1,11.2,1.81
Aesculus hippocastanum,45,6,1.8,12,113.1,11.2,1.81
Aesculus hippocastanum,33,6,1.8,12,113.1,7.1,1.14
Carpinus betulus,25,5,1.5,8,50.3,5.3,0.85
Carpinus betulus,46.2,12,3.6,18,254.5,1,0.17
Aesculus hippocastanum,41,12,3.6,8,50.3,10.1,1.63
Aesculus hippocastanum,34,12,3.6,6,28.3,7.7,1.24
Aesculus hippocastanum,44,12,3.6,8,50.3,11.2,1.81
Tilia cordata,15,5,1.5,4,12.6,1.9,0.31
Tilia cordata,75,19,5.7,11,95,16.9,2.71
Tilia cordata,75,19,5.7,11,95,16.9,2.71
Tilia cordata,75,19,5.7,11,95,16.9,2.71
Carpinus betulus,35,8,2.4,8,50.3,6.1,0.98
Carpinus betulus,16,5,1.5,2,3.1,3,0.48
Carpinus betulus,45,8,2.4,8,50.3,1.8,0.29
Carpinus betulus,45,8,2.4,8,50.3,1.8,0.29
Aesculus hippocastanum,60,8,2.4,5,19.6,17.5,2.8
Celtis australis,70,12,3.6,12,113.1,1.8,0.29
Carpinus betulus,35,6,1.8,5,19.6,6.1,0.98
Carpinus betulus,35,6,1.8,5,19.6,6.1,0.98
Carpinus betulus,42,6,1.8,5,19.6,3.5,0.5600000000000001
Celtis australis,8,4,1.2,2,3.1,0.5,0.08
Celtis australis,8,4,1.2,2,3.1,0.5,0.08
Celtis australis,30,6,1.8,2,3.1,1.3,0.21
Celtis australis,60,9,2.7,8,50.3,2.2,0.35
Celtis australis,28,6,1.8,2,3.1,1.3,0.2
Celtis australis,50,8,2.4,6,28.3,1.9,0.3
Celtis australis,50,8,2.4,6,28.3,1.9,0.3
Celtis australis,26,8,2.4,3,7.1,1.2,0.19
Celtis australis,22,6,1.8,3,7.1,1.1,0.17
Celtis australis,53,6,1.8,6,28.3,2,0.32
Celtis australis,18,6,1.8,3,7.1,0.9,0.15
Celtis australis,27,8,2.4,3,7.1,1.2,0.2
Celtis australis,29,8,2.4,3,7.1,1.3,0.21
Celtis australis,47,10,3,6,28.3,1.8,0.29
Celtis australis,47,10,3,6,28.3,1.8,0.29
Celtis australis,28,8,2.4,4,12.6,1.3,0.2
Celtis australis,60,13,3.9,4,12.6,2.2,0.35
Aesculus hippocastanum,65,8,2.4,5,19.6,19.7,3.16
Celtis australis,60,13,3.9,17,227,2.2,0.35
Aesculus hippocastanum,80,12,3.6,9,63.6,27.2,4.37
Aesculus hippocastanum,43,10,3,4,12.6,10.8,1.73
Aesculus hippocastanum,48,10,3,4,12.6,12.6,2.03
Aesculus hippocastanum,41,10,3,4,12.6,10,1.61
Aesculus hippocastanum,63,10,3,4,12.6,18.9,3.04
Aesculus hippocastanum,63,10,3,6,28.3,18.9,3.04
Aesculus hippocastanum,70,10,3,7,38.5,22.1,3.56
Aesculus hippocastanum,66,10,3,7,38.5,20.3,3.26
Aesculus hippocastanum,66,10,3,7,38.5,20.3,3.26
Aesculus hippocastanum,58,10,3,7,38.5,16.7,2.69
Aesculus hippocastanum,41,7,2.1,4,12.6,9.9,1.58
Aesculus hippocastanum,51,7,2.1,4,12.6,13.6,2.19
Aesculus hippocastanum,68,12,3.6,6,28.3,21.4,3.43
Aesculus hippocastanum,54,9,2.7,4,12.6,15,2.41
Aesculus hippocastanum,47,9,2.7,3,7.1,12.2,1.96
Aesculus hippocastanum,53,12,3.6,5,19.6,14.8,2.37
Aesculus hippocastanum,61,9,2.7,9,63.6,18,2.89
Aesculus hippocastanum,58,9,2.7,4,12.6,16.7,2.68
Aesculus hippocastanum,71,9,2.7,9,63.6,22.5,3.62
Aesculus hippocastanum,28,7,2.1,3,7.1,5.6,0.91
Aesculus hippocastanum,100,15,4.5,12,113.1,17.2,2.77
Tilia x europaea,60,8,2.4,9,63.6,29.7,4.77
Celtis australis,78,15,4.5,8,50.3,1.3,0.21
Aesculus hippocastanum,60,8,2.4,8,50.3,17.5,2.8
Celtis australis,18,4,1.2,3,7.1,0.9,0.15
Celtis australis,58,8,2.4,12,113.1,2.1,0.34
Aesculus hippocastanum,42,7,2.1,6,28.3,10.2,1.64
Aesculus hippocastanum,48,9,2.7,8,50.3,12.6,2.02
Aesculus hippocastanum,41,7,2.1,6,28.3,9.9,1.58
Aesculus hippocastanum,44,8,2.4,6,28.3,11,1.77
Aesculus hippocastanum,41,9,2.7,7,38.5,10,1.6
Tilia x europaea,25,18,5.4,14,153.9,9.1,1.46
Aesculus hippocastanum,49,14,4.2,8,50.3,13.3,2.13
Tilia cordata,28,10,3,8,50.3,4.4,0.71
Tilia cordata,28,11,3.3,10,78.5,4.4,0.71
Tilia cordata,30,10,3,8,50.3,4.9,0.78
Tilia cordata,28,11,3.3,8,50.3,4.4,0.71
Carpinus betulus,25,10,3,10,78.5,5.3,0.85
Carpinus betulus,17,6,1.8,5,19.6,3.2,0.52
Carpinus betulus,20,9,2.7,6,28.3,3.9,0.63
Carpinus betulus,15,8,2.4,3,7.1,2.7,0.44
Carpinus betulus,12,8,2.4,3,7.1,2.1,0.34
Carpinus betulus,20,8,2.4,4,12.6,3.9,0.63
Carpinus betulus,10,8,2.4,4,12.6,1.7,0.27
Carpinus betulus,14,8,2.4,6,28.3,2.5,0.4
Tilia cordata,25,10,3,5,19.6,3.8,0.61
Platanus x hispanica,39,12,3.6,7,38.5,10.9,1.76
Tilia x europaea,25,6,1.8,10,78.5,9.1,1.46
Tilia x europaea,42,12,3.6,8,50.3,18.3,2.94
Tilia x europaea,42,12,3.6,8,50.3,18.3,2.94
Tilia cordata,45,18,5.4,12,113.1,8.4,1.36
Tilia x europaea,36,7,2.1,9,63.6,14.9,2.39
Tilia x europaea,36,7,2.1,9,63.6,14.9,2.39
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,24,7,2.1,6,28.3,8.6,1.38
Tilia x europaea,38,8,2.4,12,113.1,16,2.57
Tilia x europaea,35,6,1.8,12,113.1,14.3,2.3
Tilia x europaea,35,6,1.8,8,50.3,14.3,2.3
Celtis australis,30,5,1.5,7,38.5,1.3,0.21
Tilia x europaea,28,7,2.1,6,28.3,10.6,1.7
Tilia cordata,21,5,1.5,4,12.6,3,0.48
Tilia cordata,30,5,1.5,4,12.6,4.9,0.78
Tilia cordata,28,5,1.5,4,12.6,4.4,0.71
Tilia cordata,28,5,1.5,4,12.6,4.4,0.71
Tilia cordata,28,5,1.5,4,12.6,4.4,0.71
Tilia cordata,28,5,1.5,4,12.6,4.4,0.71
Tilia cordata,32,8,2.4,7,38.5,5.3,0.86
Tilia cordata,32,8,2.4,7,38.5,5.3,0.86
Tilia cordata,41,6,1.8,11,95,7.4,1.2
Tilia x europaea,28,8,2.4,8,50.3,10.6,1.7
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Carpinus betulus,25,6,1.8,4,12.6,5.3,0.85
Platanus x hispanica,44,13,3.9,13,132.7,13.1,2.1
Platanus x hispanica,44,13,3.9,13,132.7,13.1,2.1
Platanus x hispanica,16,6,1.8,5,19.6,3,0.48
Platanus x hispanica,25,8,2.4,5,19.6,5.7,0.91
Platanus x hispanica,32,8,2.4,5,19.6,8.199999999999999,1.31
Platanus x hispanica,34,12,3.6,8,50.3,8.9,1.44
Platanus x hispanica,34,12,3.6,8,50.3,8.9,1.44
Platanus x hispanica,30,12,3.6,8,50.3,7.4,1.19
Celtis australis,35,7,2.1,5,19.6,1.5,0.24
Celtis australis,58,8,2.4,9,63.6,2.1,0.34
Celtis australis,35,6,1.8,10,78.5,1.5,0.24
Celtis australis,42,7,2.1,6,28.3,1.7,0.27
Celtis australis,50,7,2.1,6,28.3,1.9,0.3
Celtis australis,24,7,2.1,6,28.3,1.1,0.18
Celtis australis,33,7,2.1,6,28.3,1.4,0.23
Aesculus hippocastanum,54,6,1.8,6,28.3,14.8,2.37
Aesculus hippocastanum,48,9,2.7,5,19.6,12.6,2.02
Aesculus hippocastanum,48,9,2.7,5,19.6,12.6,2.02
Aesculus hippocastanum,48,9,2.7,5,19.6,12.6,2.02
Aesculus hippocastanum,57,9,2.7,6,28.3,16.2,2.61
Aesculus hippocastanum,62,9,2.7,8,50.3,18.4,2.96
Aesculus hippocastanum,62,9,2.7,8,50.3,18.4,2.96
Aesculus hippocastanum,62,9,2.7,8,50.3,18.4,2.96
Aesculus hippocastanum,58,6,1.8,6,28.3,16.4,2.64
Aesculus hippocastanum,45,6,1.8,6,28.3,11.2,1.81
Aesculus hippocastanum,50,8,2.4,6,28.3,13.3,2.14
Tilia cordata,31,6,1.8,6,28.3,5.1,0.82
Tilia cordata,31,6,1.8,6,28.3,5.1,0.82
Tilia cordata,28,6,1.8,6,28.3,4.4,0.71
Tilia cordata,33,6,1.8,6,28.3,5.5,0.89
Tilia cordata,30,6,1.8,6,28.3,4.9,0.78
Tilia x europaea,50,11,3.3,8,50.3,23.2,3.72
Platanus x hispanica,55,17,5.1,12,113.1,18.1,2.91
Tilia cordata,35,7,2.1,5,19.6,6,0.97
Tilia cordata,35,9,2.7,5,19.6,6,0.97
Tilia cordata,35,9,2.7,5,19.6,6,0.97
Tilia cordata,35,9,2.7,8,50.3,6,0.97
Tilia cordata,35,9,2.7,8,50.3,6,0.97
Tilia cordata,35,7,2.1,5,19.6,6,0.97
Tilia cordata,35,7,2.1,5,19.6,6,0.97
Tilia x europaea,34,6,1.8,8,50.3,13.8,2.21
Tilia x europaea,34,6,1.8,8,50.3,13.8,2.21
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Tilia x europaea,23,12,3.6,5,19.6,8.1,1.3
Tilia x europaea,24,8,2.4,5,19.6,8.6,1.38
Tilia x europaea,21,8,2.4,5,19.6,7.2,1.15
Tilia x europaea,31,10,3,6,28.3,12.1,1.95
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Carpinus betulus,17,4,1.2,2,3.1,3.2,0.52
Celtis australis,80,13,3.9,8,50.3,1.2,0.19
Tilia x europaea,23,6,1.8,5,19.6,8.1,1.3
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Carpinus betulus,18,4,1.2,2,3.1,3.5,0.55
Tilia x europaea,12,4,1.2,2,3.1,3.4,0.54
Tilia x europaea,12,4,1.2,2,3.1,3.4,0.54
Tilia x europaea,24,6,1.8,2,3.1,8.6,1.38
Tilia x europaea,21,6,1.8,2,3.1,7.2,1.15
Aesculus hippocastanum,41,6,1.8,5,19.6,9.800000000000001,1.57
Tilia x europaea,33,6,1.8,5,19.6,13.2,2.12
Celtis australis,38,6,1.8,8,50.3,1.6,0.25
Celtis australis,35,4,1.2,8,50.3,1.5,0.24
Tilia x europaea,27,4,1.2,2,3.1,10.1,1.62
Tilia x europaea,27,5,1.5,4,12.6,10.1,1.62
Tilia x europaea,27,5,1.5,4,12.6,10.1,1.62
Tilia x europaea,27,5,1.5,4,12.6,10.1,1.62
Tilia x europaea,27,5,1.5,4,12.6,10.1,1.62
Tilia x europaea,27,5,1.5,4,12.6,10.1,1.62
Tilia x europaea,20,5,1.5,5,19.6,6.7,1.08
Tilia cordata,25,7,2.1,5,19.6,3.8,0.61
Tilia cordata,30,7,2.1,5,19.6,4.9,0.78
Tilia cordata,30,7,2.1,5,19.6,4.9,0.78
Tilia x europaea,5,4,1.2,2,3.1,1.1,0.17
Tilia x europaea,5,4,1.2,2,3.1,1.1,0.17
Tilia x europaea,5,4,1.2,2,3.1,1.1,0.17
Carpinus betulus,5,3,0.9,1,0.8,0.8,0.13
Carpinus betulus,5,3,0.9,1,0.8,0.8,0.13
Carpinus betulus,5,3,0.9,1,0.8,0.8,0.13
Aesculus hippocastanum,35,6,1.8,6,28.3,7.7,1.25
Aesculus hippocastanum,35,6,1.8,6,28.3,7.7,1.25
Aesculus hippocastanum,14,3,0.9,3,7.1,2,0.32
Aesculus hippocastanum,30,6,1.8,6,28.3,6.2,0.99
Aesculus hippocastanum,14,3,0.9,3,7.1,2,0.32
Aesculus hippocastanum,21,4,1.2,3,7.1,3.6,0.58
Aesculus hippocastanum,14,3,0.9,3,7.1,2,0.32
Platanus x hispanica,140,21,6.3,12,113.1,0.7,0.11
Aesculus hippocastanum,60.5,8,2.4,12,113.1,17.7,2.84
Aesculus hippocastanum,92,15,4.5,12,113.1,18.9,3.03
Aesculus hippocastanum,47,10,3,9,63.6,12.3,1.97
Aesculus hippocastanum,70,14,4.2,11,95,22.5,3.61
Tilia cordata,10,3,0.9,1,0.8,1.1,0.18
Celtis australis,34,6,1.8,5,19.6,1.4,0.23
Tilia x europaea,28,7,2.1,6,28.3,10.6,1.7
Tilia x europaea,21,6,1.8,4,12.6,7.2,1.15
Tilia x europaea,16,6,1.8,4,12.6,5,0.8
Tilia x europaea,21,6,1.8,4,12.6,7.2,1.15
Tilia x europaea,21,6,1.8,4,12.6,7.2,1.15
Tilia x europaea,21,6,1.8,4,12.6,7.2,1.15
Tilia x europaea,21,6,1.8,4,12.6,7.2,1.15
Tilia x europaea,28,6,1.8,4,12.6,10.6,1.7
Tilia x europaea,30,8,2.4,4,12.6,11.6,1.87
Tilia x europaea,30,8,2.4,4,12.6,11.6,1.87
Tilia x europaea,30,8,2.4,4,12.6,11.6,1.87
Tilia x europaea,30,8,2.4,4,12.6,11.6,1.87
Aesculus hippocastanum,60,10,3,4,12.6,17.6,2.83
Aesculus hippocastanum,48,10,3,4,12.6,12.6,2.03
Aesculus hippocastanum,60,8,2.4,4,12.6,17.5,2.8
Aesculus hippocastanum,60,10,3,4,12.6,17.6,2.83
Carpinus betulus,50,10,3,4,12.6,0.3,0.05
Aesculus hippocastanum,60,10,3,4,12.6,17.6,2.83
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,15,4,1.2,1,0.8,4.6,0.73
Tilia x europaea,35,8,2.4,5,19.6,14.3,2.3
Tilia x europaea,25,8,2.4,5,19.6,9.1,1.46
Tilia x europaea,25,8,2.4,5,19.6,9.1,1.46
Celtis australis,35,8,2.4,5,19.6,1.5,0.24
Celtis australis,35,8,2.4,5,19.6,1.5,0.24
Celtis australis,35,8,2.4,5,19.6,1.5,0.24
Celtis australis,52,8,2.4,5,19.6,2,0.31
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,32,5,1.5,4,12.6,1.4,0.22
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,20,5,1.5,4,12.6,1,0.16
Celtis australis,31,5,1.5,4,12.6,1.4,0.22
Celtis australis,28,6,1.8,5,19.6,1.3,0.2
Celtis australis,28,6,1.8,5,19.6,1.3,0.2
Celtis australis,28,6,1.8,5,19.6,1.3,0.2
Celtis australis,28,6,1.8,5,19.6,1.3,0.2
Celtis australis,35,6,1.8,5,19.6,1.5,0.24
Celtis australis,28,6,1.8,5,19.6,1.3,0.2
Celtis australis,25,6,1.8,5,19.6,1.2,0.19
Aesculus hippocastanum,41,7,2.1,6,28.3,9.9,1.58
Aesculus hippocastanum,30,7,2.1,6,28.3,6.2,1
Tilia x europaea,15,5,1.5,3,7.1,4.6,0.73
Aesculus hippocastanum,35,7,2.1,6,28.3,7.8,1.25
Aesculus hippocastanum,42,7,2.1,6,28.3,10.2,1.64
Aesculus hippocastanum,32,6,1.8,6,28.3,6.8,1.09
Aesculus hippocastanum,37,8,2.4,6,28.3,8.5,1.37
Aesculus hippocastanum,48,8,2.4,6,28.3,12.5,2.01
Aesculus hippocastanum,48,8,2.4,6,28.3,12.5,2.01
Tilia x europaea,15,5,1.5,3,7.1,4.6,0.73
Tilia x europaea,15,5,1.5,3,7.1,4.6,0.73
Tilia x europaea,15,5,1.5,3,7.1,4.6,0.73
Tilia x europaea,15,5,1.5,3,7.1,4.6,0.73
Platanus x hispanica,36,11,3.3,6,28.3,9.699999999999999,1.56
Platanus x hispanica,62,11,3.3,9,63.6,21.5,3.46
Platanus x hispanica,62,18,5.4,9,63.6,21.5,3.46
Celtis australis,48,8,2.4,7,38.5,1.8,0.3
Celtis australis,56,8,2.4,7,38.5,2.1,0.33
Tilia x europaea,18,5,1.5,2,3.1,5.8,0.9399999999999999
Carpinus betulus,34,8,2.4,6,28.3,6.3,1.01
Carpinus betulus,34,8,2.4,6,28.3,6.3,1.01
Tilia x europaea,34,11,3.3,4,12.6,13.8,2.21
Carpinus betulus,26,8,2.4,6,28.3,5.6,0.89
Celtis australis,35,6,1.8,5,19.6,1.5,0.24
Celtis australis,27,6,1.8,5,19.6,1.2,0.2
Celtis australis,27,6,1.8,5,19.6,1.2,0.2
Celtis australis,27,6,1.8,5,19.6,1.2,0.2
Celtis australis,27,6,1.8,5,19.6,1.2,0.2
Tilia x europaea,20,5,1.5,5,19.6,6.7,1.08
Tilia x europaea,20,5,1.5,5,19.6,6.7,1.08
Tilia x europaea,35,5,1.5,5,19.6,14.3,2.3
Celtis australis,35,6,1.8,6,28.3,1.5,0.24
Celtis australis,35,6,1.8,6,28.3,1.5,0.24
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Celtis australis,25,6,1.8,6,28.3,1.2,0.19
Tilia x europaea,14,3,0.9,2,3.1,4.2,0.67
Carpinus betulus,18,5,1.5,4,12.6,3.5,0.55
Carpinus betulus,18,5,1.5,4,12.6,3.5,0.55
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Celtis australis,18,5,1.5,4,12.6,0.9,0.15
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Carpinus betulus,18,4,1.2,3,7.1,3.5,0.55
Celtis australis,26,4,1.2,5,19.6,1.2,0.19
Celtis australis,35,4,1.2,5,19.6,1.5,0.24
Celtis australis,35,4,1.2,5,19.6,1.5,0.24
Celtis australis,42,4,1.2,5,19.6,1.7,0.27
Celtis australis,42,4,1.2,5,19.6,1.7,0.27
Celtis australis,42,4,1.2,5,19.6,1.7,0.27
Celtis australis,42,4,1.2,5,19.6,1.7,0.27
Platanus x hispanica,14,3,0.9,2,3.1,2.4,0.39
Tilia x europaea,27,5,1.5,5,19.6,10.1,1.62
Tilia x europaea,27,5,1.5,5,19.6,10.1,1.62
Celtis australis,35,5,1.5,5,19.6,1.5,0.24
Tilia x europaea,18,5,1.5,5,19.6,5.8,0.9399999999999999
Celtis australis,28,5,1.5,5,19.6,1.3,0.2
Celtis australis,16,5,1.5,2,3.1,0.8,0.14
Tilia cordata,18,5,1.5,3,7.1,2.4,0.39
Tilia cordata,18,5,1.5,3,7.1,2.4,0.39
Celtis australis,38,5,1.5,3,7.1,1.6,0.25
Celtis australis,38,5,1.5,3,7.1,1.6,0.25
Celtis australis,38,5,1.5,3,7.1,1.6,0.25
Aesculus hippocastanum,38,5,1.5,3,7.1,8.699999999999999,1.4
Tilia x europaea,16,6,1.8,3,7.1,5,0.8
Tilia x europaea,16,6,1.8,3,7.1,5,0.8
Aesculus hippocastanum,38,6,1.8,5,19.6,8.800000000000001,1.41
Platanus x hispanica,125,21,6.3,10,78.5,4.3,0.6899999999999999
Platanus x hispanica,145,24,7.2,18,254.5,0.3,0.04
Platanus x hispanica,185,26,7.8,16,201.1,8.1,1.31
Aesculus hippocastanum,28,10,3,7,38.5,5.8,0.93
Aesculus hippocastanum,32,10,3,7,38.5,7,1.12
Aesculus hippocastanum,55,10,3,7,38.5,15.5,2.48
Platanus x hispanica,185,16,4.8,10,78.5,8.1,1.31
Platanus x hispanica,100,16,4.8,12,113.1,34.9,5.61
Tilia x europaea,95,20,6,9,63.6,51.5,8.27
Aesculus hippocastanum,100,17,5.1,12,113.1,17.4,2.79
Platanus x hispanica,95,21,6.3,9,63.6,36.5,5.86
Platanus x hispanica,110,18,5.4,10,78.5,30.1,4.83
Platanus x hispanica,180,27,8.1,15,176.7,8.1,1.31
Platanus x hispanica,90,25,7.5,7,38.5,36.5,5.86
Aesculus hippocastanum,5,3,0.9,1,0.8,0.5,0.08
Aesculus hippocastanum,5,3,0.9,1,0.8,0.5,0.08
Aesculus hippocastanum,5,3,0.9,1,0.8,0.5,0.08
Aesculus hippocastanum,5,3,0.9,1,0.8,0.5,0.08
Aesculus hippocastanum,55,9,2.7,7,38.5,15.4,2.47
Aesculus hippocastanum,50,9,2.7,7,38.5,13.4,2.15
Aesculus hippocastanum,12,3,0.9,1,0.8,1.6,0.26
Aesculus hippocastanum,12,3,0.9,1,0.8,1.6,0.26
Aesculus hippocastanum,12,3,0.9,1,0.8,1.6,0.26
Aesculus hippocastanum,12,3,0.9,1,0.8,1.6,0.26
Platanus x hispanica,178.3,20,6,17,227,8.1,1.31
Platanus x hispanica,159.2,20,6,17,227,0.3,0.04
Platanus x hispanica,159.2,20,6,17,227,0.3,0.04
Platanus x hispanica,184.6,26,7.8,18,254.5,8.1,1.31
Tilia x europaea,44,14,4.2,6,28.3,19.5,3.13
Tilia x europaea,75,18,5.4,10,78.5,40.1,6.45
Aesculus hippocastanum,80,15,4.5,8,50.3,27.4,4.41
Aesculus hippocastanum,80,15,4.5,8,50.3,27.4,4.41
Aesculus hippocastanum,80,16,4.8,8,50.3,27.5,4.42
Platanus x hispanica,29,8,2.4,5,19.6,7.1,1.14
Platanus x hispanica,160,25,7.5,10,78.5,0.3,0.04
Platanus x hispanica,150,25,7.5,10,78.5,0.3,0.04
Platanus x hispanica,41,10,3,6,28.3,11.8,1.89
Platanus x hispanica,28,10,3,5,19.6,6.7,1.08
Platanus x hispanica,140,27,8.1,17,227,0.7,0.11
Tilia x europaea,105,14,4.2,12,113.1,9.1,1.46
Tilia x europaea,18,6,1.8,5,19.6,5.8,0.9399999999999999
Tilia x europaea,52,13,3.9,8,50.3,24.4,3.93
Tilia x europaea,6,4,1.2,4,12.6,1.3,0.22
Tilia x europaea,46,9,2.7,10,78.5,20.7,3.33
Tilia x europaea,41,9,2.7,8,50.3,17.7,2.85
Tilia x europaea,41,9,2.7,8,50.3,17.7,2.85
Tilia x europaea,25,5,1.5,6,28.3,9.1,1.46
Tilia x europaea,25,5,1.5,6,28.3,9.1,1.46
Tilia x europaea,28,5,1.5,6,28.3,10.6,1.7
