Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,canopy_cov,index_right,numero_cir,area,perimetro,Region,fumetto
13389.0,Betula pendula,35,1823.64,392,62.98,11.2,1.8,0.2,0.36,,,148.4,0.76,,2.92,29.9,14,4.2,6,28.3,102.3,6.1,46.05182815500773,11.12453932667231,POINT (11.12453932667231 46.05182815500773),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13390.0,Picea abies,18,736.9400000000001,75.59999999999999,12.14,1.9,0.3,0.1,0.17,,,70.7,0.36,,0.83,4.9,6,1.8,6,28.3,48.7,8.1,46.05177958667493,11.12455900833832,POINT (11.12455900833832 46.05177958667493),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13391.0,Betula pendula,15,607.47,48.4,7.78,3.3,0.52,0,0.04,,,18,0.09,,0.66,8.699999999999999,6,1.8,3,7.1,12.4,0.7,46.05180798167472,11.12459247667234,POINT (11.12459247667234 46.05180798167472),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13392.0,Betula pendula,25,1093.94,170.7,27.42,6.8,1.1,0.1,0.27,,,114.6,0.59,,1.96,18.2,11,3.3,6,28.3,79,4.7,46.05170750667502,11.1244699550053,POINT (11.1244699550053 46.05170750667502),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13393.0,Picea abies,18,736.9400000000001,76.8,12.34,1.9,0.3,0.1,0.22,,,91.8,0.47,,0.99,4.9,6,1.8,6,28.3,63.3,10.5,46.05170645000747,11.1246728633383,POINT (11.1246728633383 46.05170645000747),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13394.0,Picea abies,18,736.9400000000001,76.8,12.34,1.9,0.3,0.1,0.22,,,91.8,0.47,,0.99,4.9,6,1.8,6,28.3,63.3,10.5,46.05171398334021,11.12470702000534,POINT (11.12470702000534 46.05171398334021),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13395.0,Picea abies,28,1374.81,194.9,31.31,3.2,0.51,0.2,0.3,,,123.3,0.63,,1.44,8.5,9,2.7,6,28.3,85,14.2,46.05172831834101,11.12483403500533,POINT (11.12483403500533 46.05172831834101),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13396.0,Pinus nigra,38,2209.17,232.7,37.39,4.3,0.6899999999999999,0.2,0.39,,,162,0.83,,1.91,11.5,14,4.2,6,28.3,111.7,10.8,46.05175171167498,11.12477114667238,POINT (11.12477114667238 46.05175171167498),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13397.0,Betula pendula,44,2688.33,690.7,110.97,15.7,2.52,0.6,1.1,,,458,2.35,,5.98,41.9,14,4.2,10,78.5,315.7,18.8,46.05179892334104,11.1247397366723,POINT (11.1247397366723 46.05179892334104),78.5,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13398.0,Betula pendula,29,1356.63,246.2,39.56,8.5,1.37,0.2,0.29,,,120.8,0.62,,2.28,22.7,11,3.3,6,28.3,83.3,4.9,46.05177929500801,11.12483844333834,POINT (11.12483844333834 46.05177929500801),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13399.0,Betula pendula,34,1739.72,364.9,58.62,10.7,1.73,0.3,0.59,,,246.7,1.27,,3.59,28.6,11,3.3,8,50.3,170.1,10.1,46.05169995500766,11.12493139833836,POINT (11.12493139833836 46.05169995500766),50.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13400.0,Picea abies,29,1453.85,213.3,34.27,3.3,0.53,0.2,0.43,,,180.1,0.93,,1.89,8.9,9,2.7,7,38.5,124.2,20.7,46.05171409167443,11.12499879167238,POINT (11.12499879167238 46.05171409167443),38.5,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13401.0,Pinus nigra,38,2209.17,232,37.27,4.3,0.6899999999999999,0.2,0.34,,,141,0.72,,1.75,11.5,14,4.2,6,28.3,97.2,9.4,46.05184484334065,11.12502709833829,POINT (11.12502709833829 46.05184484334065),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13402.0,Acer rubrum,6,118.55,5.8,0.93,1,0.16,0,0.01,,,2.7,0.01,,0.18,2.7,3,0.9,1,0.8,1.9,0.1,46.05221170834033,11.13413593000539,POINT (11.13413593000539 46.05221170834033),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13403.0,Prunus serrulata,6,76.90000000000001,7.3,1.17,0.9,0.15,0,0,,,1.6,0.01,,0.16,2.5,3,0.9,1,0.8,1.1,0.1,46.05226040834101,11.1339772383385,POINT (11.1339772383385 46.05226040834101),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13404.0,Prunus serrulata,6,76.90000000000001,7.3,1.17,0.9,0.15,0,0,,,1.4,0.01,,0.16,2.5,3,0.9,1,0.8,0.9,0.1,46.05225734834097,11.13391788167247,POINT (11.13391788167247 46.05225734834097),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13405.0,Prunus serrulata,6,76.90000000000001,7.3,1.17,0.9,0.15,0,0,,,1.8,0.01,,0.17,2.5,3,0.9,1,0.8,1.2,0.1,46.05231340334021,11.13398913500549,POINT (11.13398913500549 46.05231340334021),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13406.0,Acer rubrum,6,118.55,5.8,0.93,1,0.16,0,0.01,,,2.6,0.01,,0.18,2.7,3,0.9,1,0.8,1.8,0.1,46.05236827334024,11.13404627000539,POINT (11.13404627000539 46.05236827334024),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13407.0,Prunus serrulata,6,76.90000000000001,7.3,1.17,0.9,0.15,0,0,,,1.4,0.01,,0.16,2.5,3,0.9,1,0.8,0.9,0.1,46.05238817167467,11.13394612000541,POINT (11.13394612000541 46.05238817167467),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13408.0,Prunus serrulata,6,76.90000000000001,7.3,1.17,0.9,0.15,0,0,,,1.8,0.01,,0.17,2.5,3,0.9,1,0.8,1.2,0.1,46.05245767834096,11.13399471833847,POINT (11.13399471833847 46.05245767834096),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13409.0,Morus alba,6,100.32,3.3,0.53,0.4,0.07000000000000001,0,0.01,,,2.8,0.01,,0.09,1.1,3,0.9,1,0.8,1.9,0.1,46.05260933834029,11.13399870833842,POINT (11.13399870833842 46.05260933834029),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13410.0,Morus alba,6,100.32,3.3,0.53,0.4,0.07000000000000001,0,0.01,,,2.4,0.01,,0.09,1.1,3,0.9,1,0.8,1.7,0.1,46.05265953334104,11.13400641667251,POINT (11.13400641667251 46.05265953334104),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13411.0,Morus alba,6,100.32,3.3,0.53,0.4,0.07000000000000001,0,0.01,,,2.6,0.01,,0.09,1.1,3,0.9,1,0.8,1.8,0.1,46.05271294334032,11.13401559000549,POINT (11.13401559000549 46.05271294334032),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13412.0,Morus alba,6,100.32,3.3,0.53,0.4,0.07000000000000001,0,0.01,,,2.1,0.01,,0.08,1.1,3,0.9,1,0.8,1.5,0.1,46.05276728167507,11.13402566000543,POINT (11.13402566000543 46.05276728167507),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13413.0,Morus alba,6,100.32,3.3,0.53,0.4,0.07000000000000001,0,0.01,,,2.8,0.01,,0.09,1.1,3,0.9,1,0.8,1.9,0.1,46.05281960334085,11.13408300333845,POINT (11.13408300333845 46.05281960334085),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13414.0,Sophora japonica,123,16053.61,4201.4,675.02,0.4,0.06,0,0.06,,,25.9,0.13,,0.26,1,3,0.9,3,7.1,17.9,2,46.04781066834099,11.12918603167248,POINT (11.12918603167248 46.04781066834099),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13415.0,Sorbus thuringiaca,123,16053.61,7500,1205,8.1,1.31,0,0.08,,,34.4,0.18,,1.56,21.7,3,0.9,3,7.1,23.7,1.9,46.04768122667431,11.12908752500535,POINT (11.12908752500535 46.04768122667431),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13416.0,Cercis siliquastrum,123,16053.61,3938.8,632.83,0.5,0.07000000000000001,0,0.08,,,32.9,0.17,,0.32,1.2,3,0.9,3,7.1,22.7,1.5,46.04758005334087,11.12904990833846,POINT (11.12904990833846 46.04758005334087),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13417.0,Sorbus thuringiaca,123,16053.61,7500,1205,8.1,1.31,0,0.08,,,34.4,0.18,,1.56,21.7,3,0.9,3,7.1,23.7,1.9,46.04757794334034,11.12890346000538,POINT (11.12890346000538 46.04757794334034),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13418.0,Acer saccharinum,123,10420.52,780.1,125.34,5.1,0.82,0.1,0.1,,,43.1,0.22,,1.15,13.6,3,0.9,3,7.1,29.7,1.6,46.04768865500749,11.12888988500544,POINT (11.12888988500544 46.04768865500749),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13419.0,Prunus serrulata,123,12412.75,7500,1205,8.1,1.31,0,0.05,,,22.4,0.12,,1.47,21.7,3,0.9,3,7.1,15.5,1.2,46.04769176167442,11.12876484833831,POINT (11.12876484833831 46.04769176167442),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13420.0,Ostrya carpinifolia,123,16053.61,7500,1205,4.8,0.76,0,0.08,,,35.3,0.18,,1.03,12.7,3,0.9,3,7.1,24.3,1.6,46.04763996000777,11.12858735500545,POINT (11.12858735500545 46.04763996000777),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13421.0,Fagus sylvatica,123,21128.75,7500,1205,8.1,1.31,0.1,0.1,,,40.6,0.21,,1.61,21.7,3,0.9,3,7.1,28,1.4,46.0479581983402,11.12829584667232,POINT (11.12829584667232 46.0479581983402),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13422.0,Acer saccharinum,123,10420.52,780.1,125.34,5.1,0.82,0,0.09,,,35.7,0.18,,1.09,13.6,3,0.9,3,7.1,24.6,1.3,46.0480225316749,11.12835720667236,POINT (11.12835720667236 46.0480225316749),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13423.0,Acer saccharinum,123,10420.52,780.1,125.34,5.1,0.82,0.1,0.1,,,43.1,0.22,,1.15,13.6,3,0.9,3,7.1,29.7,1.6,46.04810457834108,11.12846795167237,POINT (11.12846795167237 46.04810457834108),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13424.0,Acer saccharinum,123,10420.52,780.1,125.34,5.1,0.82,0,0.09,,,38.1,0.2,,1.11,13.6,3,0.9,3,7.1,26.3,1.4,46.04818335667449,11.12857862000541,POINT (11.12857862000541 46.04818335667449),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13425.0,Cercis siliquastrum,123,16053.61,3938.8,632.83,0.5,0.07000000000000001,0,0.08,,,32.9,0.17,,0.32,1.2,3,0.9,3,7.1,22.7,1.5,46.04811935667452,11.12855814667238,POINT (11.12855814667238 46.04811935667452),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13426.0,Cercis siliquastrum,123,16053.61,3938.8,632.83,0.5,0.07000000000000001,0,0.08,,,32.9,0.17,,0.32,1.2,3,0.9,3,7.1,22.7,1.5,46.04811823834059,11.12866900000532,POINT (11.12866900000532 46.04811823834059),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13427.0,Cercis siliquastrum,123,16053.61,3938.8,632.83,0.5,0.07000000000000001,0,0.08,,,32.9,0.17,,0.32,1.2,3,0.9,3,7.1,22.7,1.5,46.04802468667494,11.1284577116724,POINT (11.1284577116724 46.04802468667494),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13428.0,Quercus rubra,123,19136.52,7500,1205,8.1,1.31,0.1,0.11,,,44.3,0.23,,1.64,21.7,3,0.9,3,7.1,30.5,2.4,46.04783774834024,11.12855328500544,POINT (11.12855328500544 46.04783774834024),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13429.0,Acer rubrum,123,18887.49,7500,1205,8.1,1.31,0.1,0.1,,,41.2,0.21,,1.62,21.7,3,0.9,3,7.1,28.4,1.9,46.0479105433403,11.12865182167238,POINT (11.12865182167238 46.0479105433403),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13430.0,Fagus sylvatica,123,21128.75,7500,1205,8.1,1.31,0.1,0.1,,,40.6,0.21,,1.61,21.7,3,0.9,3,7.1,28,1.4,46.04780760334063,11.1287518933384,POINT (11.1287518933384 46.04780760334063),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13431.0,Fagus sylvatica,123,21128.75,7500,1205,8.1,1.31,0.1,0.1,,,40.6,0.21,,1.61,21.7,3,0.9,3,7.1,28,1.4,46.04788030834023,11.12877950667233,POINT (11.12877950667233 46.04788030834023),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13432.0,Liriodendron tulipifera,123,19136.52,6209.2,997.61,18.7,3.01,0.1,0.11,,,45.7,0.23,,3.36,50,3,0.9,3,7.1,31.5,1.9,46.04803917000765,11.12868702333837,POINT (11.12868702333837 46.04803917000765),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13433.0,Liquidambar styraciflua,123,18389.44,4229.7,679.58,12.2,1.96,0,0.09,,,36.4,0.19,,2.24,32.6,3,0.9,3,7.1,25.1,1.2,46.04805635667474,11.12882091000533,POINT (11.12882091000533 46.04805635667474),7.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13434.0,Picea abies,44,2972.25,517.7,83.18000000000001,5.5,0.89,0.2,0.33,,,138.1,0.71,,1.93,14.7,8,2.4,6,28.3,95.2,15.9,46.05248977500743,11.12582034000531,POINT (11.12582034000531 46.05248977500743),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13435.0,Fagus sylvatica,8,236.39,14.7,2.37,0.9,0.15,0,0.01,,,5.6,0.03,,0.19,2.5,4,1.2,2,3.1,3.8,0.2,46.05244390834027,11.12597749167236,POINT (11.12597749167236 46.05244390834027),3.1,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13436.0,Sophora japonica,38,2190.03,306.6,49.26,6.1,0.98,0.1,0.19,,,78.5,0.4,,1.57,16.2,6,1.8,6,28.3,54.1,6.2,46.05241037667481,11.12606059500538,POINT (11.12606059500538 46.05241037667481),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13437.0,Ostrya carpinifolia,50,3553.1,1125.4,180.81,16.9,2.71,0.1,0.22,,,92.5,0.48,,3.41,45.1,7,2.1,5,19.6,63.7,4.2,46.05255021667423,11.12603185000538,POINT (11.12603185000538 46.05255021667423),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13438.0,Ostrya carpinifolia,50,3553.1,1125.4,180.81,16.9,2.71,0.1,0.22,,,92.5,0.48,,3.41,45.1,7,2.1,5,19.6,63.7,4.2,46.05258792334057,11.12602255167232,POINT (11.12602255167232 46.05258792334057),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13439.0,Ostrya carpinifolia,50,3553.1,1125.4,180.81,16.9,2.71,0.1,0.2,,,81.8,0.42,,3.33,45.1,7,2.1,5,19.6,56.4,3.7,46.05254690000762,11.12597655500541,POINT (11.12597655500541 46.05254690000762),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13440.0,Ostrya carpinifolia,50,3553.1,1125.4,180.81,16.9,2.71,0.1,0.22,,,92.5,0.48,,3.41,45.1,7,2.1,5,19.6,63.7,4.2,46.05258054500733,11.12595764333832,POINT (11.12595764333832 46.05258054500733),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13441.0,Sorbus torminalis,8,178.35,11.1,1.78,1.1,0.17,0,0.01,,,3.2,0.02,,0.2,2.9,4,1.2,1,0.8,2.2,0.2,46.05255335886598,11.12581275148437,POINT (11.12581275148437 46.05255335886598),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13442.0,Picea abies,44,2972.25,516.8,83.03,5.5,0.89,0.2,0.29,,,122.3,0.63,,1.81,14.7,8,2.4,6,28.3,84.3,14,46.05258065000768,11.1257146450053,POINT (11.1257146450053 46.05258065000768),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13443.0,Picea abies,44,2972.25,517.7,83.18000000000001,5.5,0.89,0.2,0.33,,,138.1,0.71,,1.93,14.7,8,2.4,6,28.3,95.2,15.9,46.05261873167471,11.12574012667228,POINT (11.12574012667228 46.05261873167471),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13444.0,Picea abies,44,2972.25,517.2,83.09999999999999,5.5,0.89,0.2,0.31,,,130.2,0.67,,1.87,14.7,8,2.4,6,28.3,89.7,15,46.05266464334053,11.12570672000535,POINT (11.12570672000535 46.05266464334053),28.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13445.0,Picea abies,58,4952.41,948.2,152.35,7.7,1.23,0.2,0.44,,,184.3,0.95,,2.62,20.4,10,3,7,38.5,127,21.2,46.05270552667483,11.1257459733384,POINT (11.1257459733384 46.05270552667483),38.5,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13446.0,Sorbus torminalis,8,178.35,11.1,1.78,1.1,0.17,0,0.01,,,3.1,0.02,,0.19,2.9,4,1.2,1,0.8,2.1,0.2,46.05279521667426,11.12579267167233,POINT (11.12579267167233 46.05279521667426),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13447.0,Sorbus torminalis,8,178.35,11.1,1.78,1.1,0.17,0,0.01,,,3.2,0.02,,0.2,2.9,4,1.2,1,0.8,2.2,0.2,46.05286441667467,11.12572126167228,POINT (11.12572126167228 46.05286441667467),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13509.0,Fagus sylvatica,10,369.37,24.8,3.99,1.3,0.2,0,0.01,,,3.7,0.02,,0.23,3.4,4,1.2,1,0.8,2.5,0.1,46.05719953000754,11.12644687167236,POINT (11.12644687167236 46.05719953000754),0.8,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13511.0,Tilia x europaea,28,1493.12,405,65.06999999999999,10.6,1.7,0.3,0.53,,,220.7,1.13,,3.36,28.2,8,2.4,8,50.3,152.1,7.1,46.05736837667439,11.1263188400054,POINT (11.1263188400054 46.05736837667439),50.3,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13512.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.05745161834038,11.12648895167238,POINT (11.12648895167238 46.05745161834038),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13513.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,40.2,0.21,,1.15,14.1,6,1.8,4,12.6,27.7,1.7,46.05746416334067,11.12647644167238,POINT (11.12647644167238 46.05746416334067),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13514.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,43.2,0.22,,1.17,14.1,6,1.8,4,12.6,29.8,1.8,46.05747045667506,11.12646275833835,POINT (11.12646275833835 46.05747045667506),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13515.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,40.2,0.21,,1.15,14.1,6,1.8,4,12.6,27.7,1.7,46.05747995834108,11.12645811333839,POINT (11.12645811333839 46.05747995834108),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13516.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,43.2,0.22,,1.17,14.1,6,1.8,4,12.6,29.8,1.8,46.05749332334106,11.12642784500533,POINT (11.12642784500533 46.05749332334106),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13517.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.0574946650078,11.12640215167236,POINT (11.12640215167236 46.0574946650078),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13518.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.05750665167457,11.12638999667241,POINT (11.12638999667241 46.05750665167457),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13519.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.05752201000736,11.12636357500539,POINT (11.12636357500539 46.05752201000736),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13520.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05753582167489,11.1263434666724,POINT (11.1263434666724 46.05753582167489),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13521.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05753951000776,11.12632107000541,POINT (11.12632107000541 46.05753951000776),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13522.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,40.2,0.21,,1.15,14.1,6,1.8,4,12.6,27.7,1.7,46.05754864000752,11.12628994667234,POINT (11.12628994667234 46.05754864000752),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13523.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05756298834087,11.12629495167243,POINT (11.12629495167243 46.05756298834087),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13524.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05753852334035,11.12625045333831,POINT (11.12625045333831 46.05753852334035),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13525.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05754676167474,11.12624207333834,POINT (11.12624207333834 46.05754676167474),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13526.0,Prunus cerasifera,23,880.64,161.6,25.96,5.3,0.85,0,0.06,,,27.1,0.14,,1.06,14.2,4,1.2,4,12.6,18.7,1.1,46.05745664167436,11.12615857500539,POINT (11.12615857500539 46.05745664167436),12.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13527.0,Platanus x hispanica,44,2915,750.6,120.6,13.1,2.1,0.9,1.63,,,681.8,3.51,,7.24,34.8,13,3.9,13,132.7,470,21.6,46.05759370834038,11.12614105333829,POINT (11.12614105333829 46.05759370834038),132.7,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13528.0,Platanus x hispanica,44,2915,750.6,120.6,13.1,2.1,0.9,1.63,,,681.8,3.51,,7.24,34.8,13,3.9,13,132.7,470,21.6,46.05752719167485,11.12609012833838,POINT (11.12609012833838 46.05752719167485),132.7,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13529.0,Platanus x hispanica,16,664.0700000000001,62.6,10.06,3,0.48,0.1,0.11,,,46,0.24,,0.82,7.9,6,1.8,5,19.6,31.7,1.5,46.05747940667476,11.12604650000534,POINT (11.12604650000534 46.05747940667476),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13530.0,Platanus x hispanica,25,1158.47,186.1,29.9,5.7,0.91,0.1,0.15,,,64,0.33,,1.4,15.1,8,2.4,5,19.6,44.1,2,46.05741895000802,11.12598535667239,POINT (11.12598535667239 46.05741895000802),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
13531.0,Platanus x hispanica,32,1693.07,341.8,54.91,8.199999999999999,1.31,0.1,0.19,,,78.90000000000001,0.41,,1.91,21.8,8,2.4,5,19.6,54.4,2.5,46.05735820667506,11.12593296167239,POINT (11.12593296167239 46.05735820667506),19.6,9,10,6962104,15418,OLTREFERSINA,Circoscrizione n. 10 - OLTREFERSINA
