Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,canopy_cov,index_right,numero_cir,area,perimetro,Region,fumetto
6175.0,Ginkgo biloba,40,2958.46,202.6,32.56,2.8,0.44,0.5,0.9399999999999999,,,390.3,2.01,,3.38,7.4,12,3.6,10,78.5,269,25.8,46.07107011068128,11.12639162388512,POINT (11.12639162388512 46.07107011068128),78.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6176.0,Ginkgo biloba,47,3975.28,304.5,48.93,3.5,0.57,0.5,0.99,,,413.1,2.12,,3.68,9.4,12,3.6,10,78.5,284.8,27.4,46.07212357667823,11.12576004171291,POINT (11.12576004171291 46.07212357667823),78.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6177.0,Ginkgo biloba,38,2698,178,28.6,2.6,0.41,0.1,0.18,,,73.3,0.38,,0.96,6.8,9,2.7,5,19.6,50.5,4.9,46.07215146820548,11.1256202874015,POINT (11.1256202874015 46.07215146820548),19.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6178.0,Ginkgo biloba,34,2217.14,134.4,21.6,2.2,0.35,0.1,0.11,,,47.3,0.24,,0.7,5.7,10,3,4,12.6,32.6,3.1,46.07642948737326,11.11047604606494,POINT (11.11047604606494 46.07642948737326),12.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6179.0,Ginkgo biloba,38.6,2773.44,185.1,29.74,2.6,0.42,0.1,0.28,,,118.5,0.61,,1.31,7,10.4,3.1,6,28.2,81.7,7.8,46.08829359917879,11.12046478013665,POINT (11.12046478013665 46.08829359917879),28.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6180.0,Ginkgo biloba,38.6,2773.44,185.1,29.74,2.6,0.42,0.1,0.28,,,118.5,0.61,,1.31,7,10.4,3.1,6,28.2,81.7,7.8,46.07124838927677,11.12627665923684,POINT (11.12627665923684 46.07124838927677),28.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6181.0,Ginkgo biloba,50,4461.15,356,57.2,3.9,0.62,0.2,0.3,,,124.1,0.64,,1.56,10.3,15,4.5,6,28.3,85.59999999999999,8.199999999999999,46.07100996650203,11.12644595259921,POINT (11.12644595259921 46.07100996650203),28.3,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6182.0,Ginkgo biloba,50,4461.15,356,57.2,3.9,0.62,0.4,0.8,,,335.1,1.72,,3.15,10.3,11,3.3,9,63.6,231,22.2,46.07166532439467,11.12600883009519,POINT (11.12600883009519 46.07166532439467),63.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6183.0,Ginkgo biloba,60,6297.76,564.3,90.66,5.1,0.82,0.5,1.02,,,427.1,2.2,,4.04,13.6,18,5.4,9,63.6,294.5,28.3,46.07160865870727,11.12605036189272,POINT (11.12605036189272 46.07160865870727),63.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6184.0,Ginkgo biloba,57,5711.71,495.7,79.65000000000001,4.7,0.76,0.5,1,,,418.3,2.15,,3.91,12.6,9,2.7,10,78.5,288.4,27.7,46.07616011924299,11.11059490288935,POINT (11.11059490288935 46.07616011924299),78.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6185.0,Ginkgo biloba,38.6,2773.44,185.1,29.74,2.6,0.42,0.1,0.25,,,104.9,0.54,,1.21,7,10.4,3.1,6,28.2,72.3,6.9,46.07615701237486,11.11049762523633,POINT (11.11049762523633 46.07615701237486),28.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6219.0,Ilex,12.6,531.38,46.6,7.48,2.5,0.41,0,0.02,,,6.7,0.03,,0.46,6.8,4.8,1.4,2.4,4.6,4.6,0.6,46.07176930213008,11.12619140907051,POINT (11.12619140907051 46.07176930213008),4.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6220.0,Ilex,40,2391.39,648.1,104.12,4.9,0.79,0.1,0.28,,,115.7,0.59,,1.67,13.2,13,3.9,6,28.3,79.8,10.7,46.07175813654245,11.12621102402896,POINT (11.12621102402896 46.07175813654245),28.3,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6221.0,Ilex,20,842.45,140.2,22.52,4.6,0.73,0.2,0.44,,,182.8,0.9399999999999999,,2.11,12.2,7,2.1,10,78.5,126,16.8,46.07174880441254,11.12618531967085,POINT (11.12618531967085 46.07174880441254),78.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6222.0,Ilex,35,1907.35,479.7,77.08,6.9,1.11,0.1,0.25,,,105.4,0.54,,1.9,18.4,12,3.6,6,28.3,72.59999999999999,9.699999999999999,46.07101337010532,11.12664509730243,POINT (11.12664509730243 46.07101337010532),28.3,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6223.0,Ilex,30,1487.84,328.9,52.84,7.5,1.21,0.1,0.28,,,115.7,0.59,,2.08,20.1,7,2.1,7,38.5,79.8,10.7,46.0710073286326,11.12666503811312,POINT (11.12666503811312 46.0710073286326),38.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6224.0,Ilex,30,1487.84,348,55.91,7.9,1.26,0.1,0.24,,,100.1,0.51,,2.02,21,14,4.2,6.5,33.2,69,9.199999999999999,46.06570601832725,11.12414414216837,POINT (11.12414414216837 46.06570601832725),33.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6225.0,Juglans regia,41.6,2270.76,364.1,58.5,8.699999999999999,1.39,0.3,0.66,,,276.2,1.42,,3.47,23.1,17.2,5.2,8.4,55.4,190.4,8,46.07074955800599,11.12684380135543,POINT (11.12684380135543 46.07074955800599),55.4,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6226.0,Koelreuteria paniculata,30,1487.84,314.8,50.57,5.5,0.88,0.4,0.73,,,306.2,1.57,,3.19,14.6,10,3,9,63.6,211.1,17.1,46.07110031617091,11.12663229539557,POINT (11.12663229539557 46.07110031617091),63.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6227.0,Koelreuteria paniculata,30.3,1511.97,311.8,50.09,5.4,0.88,0.2,0.35,,,145.4,0.75,,1.97,14.5,6.9,2.1,6.5,33.6,100.2,8.1,46.07083808779662,11.126806986885,POINT (11.126806986885 46.07083808779662),33.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6229.0,Laburnum anagyroides,28.2,1354.8,233.3,37.49,8,1.29,0.1,0.14,,,56.7,0.29,,1.72,21.5,8,2.4,5.3,21.7,39.1,3.4,46.07793798284233,11.10361237549968,POINT (11.10361237549968 46.07793798284233),21.7,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6234.0,Laurus nobilis,26.7,1244.25,498.1,80.03,9.699999999999999,1.56,0.1,0.2,,,84.59999999999999,0.43,,2.19,25.8,5,1.5,5.7,25.2,58.3,3.3,46.07132354811871,11.11938299543092,POINT (11.11938299543092 46.07132354811871),25.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6235.0,Ligustrum lucidum,26.6,1236.7,175.2,28.15,4.6,0.74,0.1,0.14,,,60.2,0.31,,1.2,12.3,7,2.1,5,19.8,41.5,3.8,46.07114304432618,11.11942728872155,POINT (11.11942728872155 46.07114304432618),19.8,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6237.0,Ligustrum lucidum,26.6,1236.7,175.6,28.22,4.6,0.74,0.1,0.17,,,72.8,0.37,,1.29,12.3,7,2.1,5,19.8,50.2,4.6,46.07711433477582,11.11975772340278,POINT (11.11975772340278 46.07711433477582),19.8,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6238.0,Ligustrum lucidum,38.2,2209.7,407.7,65.51000000000001,7.5,1.2,0.2,0.33,,,137.8,0.71,,2.24,20,9,2.7,6,28.3,95,8.6,46.07017944465884,11.11715829098612,POINT (11.11715829098612 46.07017944465884),28.3,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6241.0,Ligustrum lucidum,28,1338.11,219.3,35.23,5.1,0.83,0.5,0.99,,,411.9,2.12,,3.93,13.7,10,3,10,78.5,283.9,25.8,46.07564288203181,11.12323140176733,POINT (11.12323140176733 46.07564288203181),78.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6244.0,Liquidambar styraciflua,16,686.11,28.8,4.63,1.8,0.29,0.2,0.31,,,130.7,0.67,,1.27,4.8,6.5,1.9,7,38.5,90.09999999999999,4.1,46.07038953652961,11.11928825361374,POINT (11.11928825361374 46.07038953652961),38.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6245.0,Liquidambar styraciflua,21.1,963.8,56.2,9.029999999999999,2.7,0.43,0.1,0.1,,,41,0.21,,0.74,7.1,6.3,1.9,4.1,13.2,28.3,1.3,46.07038674749941,11.11939781459958,POINT (11.11939781459958 46.07038674749941),13.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6246.0,Liquidambar styraciflua,21.1,963.8,56.2,9.029999999999999,2.7,0.43,0,0.08,,,34,0.17,,0.68,7.1,6.3,1.9,4.1,13.2,23.4,1.1,46.07036152371089,11.11949896448831,POINT (11.11949896448831 46.07036152371089),13.2,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6252.0,Liriodendron tulipifera,14,602.8,32.4,5.2,2.3,0.37,0,0.09,,,36.6,0.19,,0.64,6.1,7,2.1,4,12.6,25.3,1.5,46.07100778818277,11.11410625641763,POINT (11.11410625641763 46.07100778818277),12.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6253.0,Liriodendron tulipifera,16,694.5700000000001,44.5,7.16,2.7,0.44,0,0.05,,,21.9,0.11,,0.61,7.3,5.7,1.7,3.3,8.6,15.1,0.9,46.07121231172062,11.11406828178735,POINT (11.11406828178735 46.07121231172062),8.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6254.0,Liriodendron tulipifera,16,694.5700000000001,44.5,7.16,2.7,0.44,0,0.06,,,24.7,0.13,,0.63,7.3,5.7,1.7,3.3,8.6,17.1,1,46.07114596967599,11.114081458323,POINT (11.114081458323 46.07114596967599),8.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6255.0,Liriodendron tulipifera,16,694.5700000000001,44.5,7.16,2.7,0.44,0,0.06,,,24.7,0.13,,0.63,7.3,5.7,1.7,3.3,8.6,17.1,1,46.07107714788653,11.11409342800142,POINT (11.11409342800142 46.07107714788653),8.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6268.0,Magnolia grandiflora,15.4,652.1799999999999,45.7,7.34,2.2,0.35,0,0.03,,,14.2,0.07000000000000001,,0.46,5.9,4.7,1.4,2.7,5.6,9.800000000000001,1.3,46.07125681487237,11.11933864556671,POINT (11.11933864556671 46.07125681487237),5.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6269.0,Magnolia,14.5,615.83,48.6,7.81,2.5,0.41,0,0.04,,,16.9,0.09,,0.53,6.7,4.7,1.4,3.1,7.7,11.6,0.8,46.07106223237032,11.12661605129834,POINT (11.12661605129834 46.07106223237032),7.7,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6271.0,Magnolia,14.5,615.83,48.6,7.81,2.5,0.41,0,0.04,,,16.9,0.09,,0.53,6.7,4.7,1.4,3.1,7.7,11.6,0.8,46.07124376471599,11.12653963624389,POINT (11.12653963624389 46.07124376471599),7.7,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6272.0,Pinus coulteri,55,3953.87,1195.2,192.03,10.9,1.75,0.4,0.85,,,353,1.81,,4.42,29.1,10,3,9,63.6,243.3,23.5,46.07038219478956,11.11874753592723,POINT (11.11874753592723 46.07038219478956),63.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6273.0,Malus,14,579.13,43.4,6.98,2.4,0.38,0,0.06,,,24.1,0.12,,0.5600000000000001,6.3,4,1.2,4,12.6,16.6,1.4,46.0703928611116,11.11878389306698,POINT (11.11878389306698 46.0703928611116),12.6,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6320.0,Morus,19.3,804.45,51.8,8.32,2,0.33,0.1,0.15,,,62.8,0.32,,0.8,5.4,4.9,1.5,5.9,27.5,43.3,3.6,46.07141385425146,11.11915856737208,POINT (11.11915856737208 46.07141385425146),27.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6321.0,Olea europaea,22,950.87,127.8,20.54,2.9,0.46,0,0.09,,,37.4,0.19,,0.75,7.7,4,1.2,4.5,15.9,25.8,2,46.07140822508438,11.11909135502037,POINT (11.11909135502037 46.07140822508438),15.9,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6322.0,Olea europaea,22,950.87,127.9,20.55,2.9,0.46,0.1,0.1,,,39.9,0.2,,0.76,7.7,4,1.2,4.5,15.9,27.5,2.1,46.07142177362633,11.11925611363301,POINT (11.11925611363301 46.07142177362633),15.9,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6323.0,Olea europaea,22,950.87,127.8,20.53,2.9,0.46,0,0.08,,,35,0.18,,0.73,7.7,4,1.2,4.5,15.9,24.1,1.9,46.07142543471865,11.11929939248974,POINT (11.11929939248974 46.07142543471865),15.9,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6324.0,Olea europaea,22,950.87,127.8,20.54,2.9,0.46,0,0.09,,,37.4,0.19,,0.75,7.7,4,1.2,4.5,15.9,25.8,2,46.07141838444912,11.11920497007106,POINT (11.11920497007106 46.07141838444912),15.9,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6326.0,Olea europaea,22,950.87,127.8,20.53,2.9,0.46,0,0.08,,,35,0.18,,0.73,7.7,4,1.2,4.5,15.9,24.1,1.9,46.07025769288692,11.11889232639295,POINT (11.11889232639295 46.07025769288692),15.9,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6327.0,Olea europaea,22,950.87,127.7,20.52,2.9,0.46,0,0.08,,,32.6,0.17,,0.71,7.7,4,1.2,4.5,15.9,22.4,1.7,46.07210855205214,11.11078354063511,POINT (11.11078354063511 46.07210855205214),15.9,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6329.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.08,,,34,0.17,,1.13,14.4,7,2.1,3.8,11.1,23.4,1.5,46.07225695306053,11.11063428365072,POINT (11.11063428365072 46.07225695306053),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6331.0,Ostrya carpinifolia,22,950.87,153.4,24.65,5.3,0.85,0.2,0.47,,,196.1,1.01,,2.32,14,12,3.6,8,50.3,135.2,8.800000000000001,46.07230061037125,11.11072990897341,POINT (11.11072990897341 46.07230061037125),50.3,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6332.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.07000000000000001,,,29.6,0.15,,1.09,14.4,7,2.1,3.8,11.1,20.4,1.3,46.07011348311218,11.11695365372105,POINT (11.11695365372105 46.07011348311218),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6333.0,Ostrya carpinifolia,45,2939.98,871.4,140.01,14.5,2.34,1.1,2.19,,,912.2,4.69,,9.210000000000001,38.8,12,3.6,18,254.5,628.8,41,46.07232927317146,11.11068040168533,POINT (11.11068040168533 46.07232927317146),254.5,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6335.0,Ostrya carpinifolia,22,950.87,153.4,24.65,5.3,0.85,0.2,0.47,,,196.1,1.01,,2.32,14,12,3.6,8,50.3,135.2,8.800000000000001,46.07287112921413,11.11161758594015,POINT (11.11161758594015 46.07287112921413),50.3,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6336.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07298703099053,11.11204469200628,POINT (11.11204469200628 46.07298703099053),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6337.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.0730418877346,11.11188309771097,POINT (11.11188309771097 46.0730418877346),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6338.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07287312499613,11.11205433567882,POINT (11.11205433567882 46.07287312499613),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6339.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.07000000000000001,,,29.6,0.15,,1.09,14.4,7,2.1,3.8,11.1,20.4,1.3,46.07310122265518,11.11202836062206,POINT (11.11202836062206 46.07310122265518),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6340.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07288370429599,11.11161457436221,POINT (11.11161457436221 46.07288370429599),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6341.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.07000000000000001,,,29.6,0.15,,1.09,14.4,7,2.1,3.8,11.1,20.4,1.3,46.07287085005531,11.11162781709584,POINT (11.11162781709584 46.07287085005531),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6342.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07284036713989,11.11154597358562,POINT (11.11154597358562 46.07284036713989),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6343.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07285141293886,11.1115502228982,POINT (11.1115502228982 46.07285141293886),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6344.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07286865277567,11.11206548008471,POINT (11.11206548008471 46.07286865277567),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6345.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.08,,,34,0.17,,1.13,14.4,7,2.1,3.8,11.1,23.4,1.5,46.07286513297905,11.11197304011796,POINT (11.11197304011796 46.07286513297905),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6346.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07232153389232,11.11161183034301,POINT (11.11161183034301 46.07232153389232),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6347.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07238516510226,11.11147361627148,POINT (11.11147361627148 46.07238516510226),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6348.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07235510513056,11.11140637639987,POINT (11.11140637639987 46.07235510513056),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6349.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07305141265626,11.11198955231151,POINT (11.11198955231151 46.07305141265626),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6350.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07236740340596,11.11195186801045,POINT (11.11195186801045 46.07236740340596),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6351.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.08,,,34,0.17,,1.13,14.4,7,2.1,3.8,11.1,23.4,1.5,46.07235984742211,11.11196039883839,POINT (11.11196039883839 46.07235984742211),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6352.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.09,,,38.4,0.2,,1.16,14.4,7,2.1,3.8,11.1,26.5,1.7,46.07255165985969,11.11160660852536,POINT (11.11160660852536 46.07255165985969),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6353.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.08,,,34,0.17,,1.13,14.4,7,2.1,3.8,11.1,23.4,1.5,46.07266933280916,11.11164830366578,POINT (11.11164830366578 46.07266933280916),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6354.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.07000000000000001,,,29.6,0.15,,1.09,14.4,7,2.1,3.8,11.1,20.4,1.3,46.07241040315449,11.11153343056627,POINT (11.11153343056627 46.07241040315449),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6355.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.08,,,34,0.17,,1.13,14.4,7,2.1,3.8,11.1,23.4,1.5,46.07264845024692,11.11140498879342,POINT (11.11140498879342 46.07264845024692),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
6356.0,Ostrya carpinifolia,22.4,975.53,160.8,25.83,5.4,0.87,0,0.08,,,34,0.17,,1.13,14.4,7,2.1,3.8,11.1,23.4,1.5,46.07263643634871,11.11138299932594,POINT (11.11138299932594 46.07263643634871),11.1,11,12,8599464,23151,CENTRO STORICO PIEDICASTELLO,Circoscrizione n. 12 - CENTRO STORICO PIEDICASTELLO
