,year,month,min_temp,max_temp,avg
179,2005,12,-3.7580645161290316,3.006451612903226,-0.3758064516129027
180,2006,1,-3.1677419354838703,3.77741935483871,0.3048387096774199
181,2006,2,-1.9392857142857132,5.053571428571428,1.5571428571428574
182,2006,3,2.967741935483871,12.448387096774194,7.708064516129033
183,2006,4,7.77,20.069999999999997,13.919999999999998
184,2006,5,12.377419354838707,23.883870967741938,18.130645161290325
185,2006,6,15.72,29.660000000000004,22.69
186,2006,7,19.761290322580646,32.95161290322581,26.35645161290323
187,2006,8,15.303225806451618,26.39032258064516,20.84677419354839
188,2006,9,14.656666666666665,26.229999999999993,20.443333333333328
189,2006,10,9.983870967741936,18.312903225806455,14.148387096774195
190,2006,11,2.08,10.839999999999998,6.459999999999999
191,2006,12,0.05483870967741934,6.6096774193548375,3.3322580645161284
192,2007,1,0.23225806451612896,7.412903225806452,3.8225806451612905
193,2007,2,2.028571428571428,10.846428571428572,6.4375
194,2007,3,5.029032258064515,15.387096774193546,10.208064516129031
195,2007,4,9.833333333333336,24.713333333333328,17.273333333333333
196,2007,5,13.025806451612901,25.6,19.31290322580645
197,2007,6,16.91,27.833333333333336,22.37166666666667
198,2007,7,16.503225806451614,30.74516129032258,23.624193548387098
199,2007,8,16.380645161290325,27.674193548387095,22.02741935483871
200,2007,9,11.126666666666667,23.769999999999996,17.44833333333333
201,2007,10,7.7064516129032254,16.848387096774196,12.277419354838711
202,2007,11,1.2533333333333336,9.163333333333334,5.208333333333334
203,2007,12,-1.954838709677419,6.074193548387095,2.059677419354838
204,2008,1,0.2935483870967743,6.974193548387097,3.633870967741936
205,2008,2,0.5103448275862069,9.389655172413793,4.95
206,2008,3,4.780645161290323,14.480645161290326,9.630645161290325
207,2008,4,7.420000000000001,18.116666666666664,12.768333333333333
208,2008,5,12.754838709677419,24.74838709677419,18.751612903225805
209,2008,6,16.473333333333333,27.91333333333333,22.19333333333333
210,2008,7,17.12258064516129,29.42258064516129,23.27258064516129
211,2008,8,17.177419354838708,30.11290322580645,23.645161290322577
212,2008,9,12.749999999999998,23.720000000000006,18.235000000000003
213,2008,10,9.177419354838708,17.048387096774192,13.11290322580645
214,2008,11,3.4366666666666665,8.849999999999998,6.143333333333333
215,2008,12,-0.5419354838709677,4.503225806451613,1.9806451612903224
216,2009,1,-1.6903225806451612,4.609677419354839,1.459677419354839
217,2009,2,0.0321428571428573,8.22857142857143,4.130357142857143
218,2009,3,3.703225806451613,13.841935483870966,8.77258064516129
219,2009,4,8.889999999999997,19.226666666666667,14.058333333333332
220,2009,5,13.983870967741938,26.177419354838708,20.080645161290324
221,2009,6,15.529999999999998,27.543333333333337,21.53666666666667
222,2009,7,17.23548387096774,28.645161290322584,22.940322580645162
223,2009,8,18.325806451612902,29.925806451612896,24.1258064516129
224,2009,9,14.146666666666665,24.32333333333333,19.235
225,2009,10,8.496774193548386,17.4741935483871,12.985483870967743
226,2009,11,4.09,10.733333333333329,7.411666666666664
227,2009,12,-0.6870967741935484,5.0129032258064505,2.162903225806451
228,2010,1,-1.5129032258064519,3.8387096774193554,1.1629032258064518
229,2010,2,0.09642857142857149,7.296428571428572,3.6964285714285716
230,2010,3,3.87741935483871,13.445161290322577,8.661290322580644
231,2010,4,7.993333333333333,19.61,13.801666666666666
