date,India,Indonesia,Iran,Israel,Japan,Malaysia,South Korea,Thailand,Turkey,Vietnam
2020-01-01,0.0,0.0,0.0,6.349878293999365e-05,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,42.56535863451884,41.257993645214306,57.813396521634964,62.88290824425865,80.44231924023049,75.61146997237569,82.33708330863044,64.60408175379776,60.46887666793906,69.69956650816887
2022-01-01,67.1084171424307,62.53999073049894,66.07406403084846,65.16323420467775,83.16754375026866,81.11798215910937,86.28364147095805,74.60014797824802,62.310971829237836,86.81319931458036
