date,Afghanistan,Armenia,Azerbaijan,Bahrain,Bangladesh,Bhutan,Brunei,Cambodia,China,Georgia,Hong Kong,India,Indonesia,Iran,Iraq,Israel,Japan,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Laos,Lebanon,Macao,Malaysia,Maldives,Mongolia,Myanmar,Nepal,North Korea,Northern Cyprus,Oman,Pakistan,Palestine,Philippines,Qatar,Saudi Arabia,Singapore,South Korea,Sri Lanka,Syria,Taiwan,Tajikistan,Thailand,Timor,Turkey,Turkmenistan,United Arab Emirates,Uzbekistan,Vietnam,Yemen
2020-01-31,,,,,,,,0.012,0.7197777777777778,,0.17811111111111114,0.0005,,,,,0.011555555555555557,,,,,,,0.9587777777777777,0.03357142857142857,,,,0.004714285714285714,,,,,,0.0045,,,0.25611111111111107,0.021333333333333333,0.0092,,0.042,,0.023333333333333334,,,,0.14133333333333334,,0.0022222222222222222,
2020-02-29,0.02033333333333333,,,4.641333333333333,,,,0.0,1.6799310344827587,0.06675,0.382448275862069,6.896551724137931e-05,,0.6088181818181818,0.048666666666666664,0.07055555555555555,0.0639655172413793,,,1.757,,,0.08088888888888889,0.14879310344827584,0.021241379310344827,,,,0.0,,,0.2185,0.0032,,0.0006206896551724137,0.371,,0.5444827586206896,2.0889310344827585,0.0,,0.04193103448275862,,0.01110344827586207,,,,0.06213793103448276,,0.004896551724137932,
2020-03-31,0.13213333333333332,6.172129032258065,0.9281290322580644,11.52509677419355,0.012499999999999999,0.1966153846153846,12.491434782608696,0.20780645161290323,0.08625806451612902,0.9389354838709677,2.5198709677419355,0.03170967741935484,0.18483333333333332,16.03306451612903,0.4936774193548387,20.24546666666667,0.5230967741935484,0.8371379310344828,0.9307894736842105,1.8438709677419354,1.152642857142857,0.14950000000000002,2.738290322580645,1.4383548387096774,2.60141935483871,1.4317916666666666,0.16045454545454546,0.05539999999999999,0.0042580645161290325,,,1.3111935483870967,0.2890967741935484,0.8392962962962962,0.5809354838709677,9.335774193548387,1.4309666666666667,4.715516129032258,4.131193548387097,0.2097741935483871,0.0452,0.3821935483870968,,0.7238709677419355,0.0746,7.550142857142857,,2.197032258064516,0.2921764705882353,0.06441935483870967,
2020-04-30,1.3462,18.39013333333333,4.846433333333334,55.9919,1.4829666666666668,0.1278,0.6681,0.025866666666666666,0.06273333333333334,3.819,1.5890333333333333,0.7872,1.0393333333333332,18.834733333333336,1.042,35.908566666666665,3.2348333333333334,0.5286000000000001,5.2565,29.164533333333335,3.2123,0.044333333333333336,1.5483,0.19176666666666667,3.1784000000000003,28.63693333333333,0.255,0.0836,0.05666666666666667,,,15.704,2.2610666666666663,1.4284666666666666,1.8472333333333333,156.1829,19.400133333333333,90.13619999999999,0.6356,0.794,0.04973333333333333,0.14946666666666666,,0.6058,0.5716333333333333,41.6653,,41.72173333333333,1.7972,0.0197,0.008476190476190476
2020-05-31,10.473032258064515,83.71748387096775,11.491806451612902,183.13148387096774,7.440677419354839,1.4841290322580645,0.21551612903225806,0.005806451612903225,0.015482758620689655,2.1020000000000003,0.2025483870967742,3.545161290322581,1.9150967741935485,20.701193548387096,3.1564516129032256,4.038516129032258,0.6395483870967742,0.8174193548387096,12.399032258064516,173.94425806451613,4.874741935483871,0.0,2.908677419354839,0.0,1.7270645161290323,80.3683870967742,1.3383870967741935,0.04341935483870968,1.6542333333333334,,,64.06780645161291,7.433903225806452,0.6388709677419355,2.6793225806451613,520.6641935483871,55.38190322580645,107.09725806451613,0.45387096774193547,1.4332903225806453,0.11509677419354838,0.017580645161290324,12.338870967741935,0.05725806451612904,0.0,16.53241935483871,,75.42841935483871,1.4756129032258065,0.019,0.3034516129032258
2020-06-30,13.1822,194.931,38.713766666666665,347.7701333333333,19.146833333333333,1.4484,0.0,0.03183333333333333,0.016266666666666665,1.2907666666666666,0.5387333333333333,9.2878,3.6191000000000004,28.68273333333333,31.965300000000003,29.4882,0.5012333333333333,1.1606666666666667,19.6756,149.5472,18.892166666666665,0.0,3.3881,0.047933333333333335,0.8053666666666667,37.419,0.4021666666666667,0.046,13.085733333333334,,,208.56,19.931433333333334,12.571233333333334,5.604066666666667,484.5527666666667,96.64513333333333,53.35556666666666,0.8665333333333333,0.632,0.23646666666666669,0.007000000000000001,7.009766666666667,0.04196666666666667,0.0,14.0472,,49.8174,4.697566666666666,0.0091,0.8260333333333333
2020-07-31,4.065064516129032,150.9143870967742,44.702548387096776,311.6610322580645,17.36983870967742,0.9894193548387097,0.0,0.18861290322580643,0.02541935483870968,2.0676129032258066,8.903548387096773,25.277548387096775,6.087483870967741,27.883483870967744,54.73483870967742,158.0505806451613,4.593677419354838,0.5050333333333333,113.17925806451613,156.8891935483871,147.4052258064516,0.004290322580645161,16.317806451612903,0.0,0.32025806451612904,88.18954838709676,0.6739354838709677,0.03203225806451613,6.554612903225807,,,275.536,8.86874193548387,57.81174193548387,15.587612903225807,174.83151612903225,75.38229032258064,47.485580645161285,0.9250645161290323,1.134774193548387,0.6970322580645162,0.027,4.751483870967742,0.06570000000000001,0.0,11.70516129032258,,40.451,14.444903225806451,0.06664516129032258,0.5456451612903226
2020-08-31,1.2705483870967742,60.68825806451613,14.191709677419354,240.80103225806454,14.195935483870969,5.1120322580645166,0.21551612903225803,0.06738709677419355,0.028774193548387096,2.7482258064516127,6.624935483870967,45.41474193548387,7.776999999999999,25.867548387096775,79.98158064516129,154.2132580645161,8.361387096774193,2.4038064516129034,67.02716129032258,137.16654838709678,39.37254838709677,0.008580645161290323,74.93741935483871,0.0,0.34596774193548385,247.01716129032258,0.09493548387096774,0.31487096774193546,20.791451612903224,,,46.26222580645161,2.399774193548387,66.9237741935484,35.581548387096774,96.74564516129031,35.321999999999996,26.363709677419354,3.6394838709677417,0.34577419354838707,2.927645161290323,0.03472413793103449,3.8374193548387097,0.046,0.07219354838709677,14.83974193548387,,33.228096774193546,16.660193548387095,0.15961290322580646,0.22853333333333334
2020-09-30,0.8964,78.8595,12.2095,427.73923333333335,9.83,2.4282,0.14846666666666666,0.006,0.0222,41.88503333333333,1.2328666666666668,61.6584,13.576766666666666,30.870133333333335,95.92373333333333,460.38376666666665,4.085966666666667,28.918133333333333,17.242366666666666,156.73876666666666,13.930433333333333,0.004433333333333333,135.5618,0.0,1.8505,158.2671,0.1177,7.684966666666667,41.854933333333335,,,93.6929,2.3968,109.0142,26.213166666666666,86.35323333333332,17.242166666666666,5.635366666666667,2.3847666666666667,0.5054000000000001,2.1619,0.0364,3.9385,0.07083333333333333,0.024866666666666665,18.955233333333336,,84.5908,14.269833333333334,0.017,0.07513333333333333
2020-10-31,1.5528709677419357,457.7316451612903,46.838967741935484,236.2216129032258,8.33,2.7621290322580645,0.14367741935483871,0.02696774193548387,0.031193548387096773,282.09116129032253,1.0166129032258064,42.599548387096775,14.411225806451613,56.66632258064516,79.49151612903226,228.52051612903225,4.6178064516129025,173.73132258064518,14.953387096774193,156.75325806451613,59.39693548387097,0.004290322580645161,244.4088387096774,0.0,19.317870967741936,84.24822580645161,0.25625806451612904,23.41864516129032,98.12925806451614,,,111.71864516129033,2.894967741935484,83.69158064516128,19.270967741935483,81.34135483870968,11.231709677419355,1.430741935483871,1.7095161290322582,10.760903225806452,2.2276774193548388,0.05545161290322581,4.054451612903226,0.0973225806451613,0.048129032258064516,21.43348387096774,,131.33667741935483,9.515967741935484,0.028193548387096774,0.027838709677419353
