,size
6139,21.0
6140,28.0
6141,20.0
6142,25.0
6143,25.0
6144,25.0
6145,25.0
6146,29.0
6147,27.0
6148,25.0
6149,18.0
6150,6.0
6151,20.0
6152,6.0
6153,6.0
6154,6.0
6155,100.0
6156,26.2
6157,26.2
6158,26.2
6159,26.2
6160,26.2
6161,26.2
6162,26.2
6163,26.2
6164,26.2
6165,26.2
6166,26.2
6167,26.2
6168,26.2
6169,26.2
6170,26.2
6171,26.2
6172,26.2
6173,26.2
6174,26.2
6175,26.2
6176,26.2
6177,26.2
6178,26.2
6179,26.2
6180,37.0
6181,90.0
6182,35.0
6183,57.0
6184,60.0
6185,50.0
6186,45.0
6187,38.0
6188,35.0
6189,50.0
6190,50.0
6191,50.0
6192,50.0
6193,30.0
6194,30.0
6195,30.0
6196,27.0
6197,25.0
6198,35.0
6199,25.0
6200,70.0
6201,70.0
6202,70.0
6203,18.0
6204,18.0
6205,18.0
6206,18.0
6207,18.0
6208,18.0
6209,18.0
6210,18.0
6211,18.0
6212,18.0
6213,45.0
6214,30.0
6215,25.0
6216,25.0
6217,15.0
6218,15.0
6219,30.0
6220,15.0
6221,18.0
6222,18.0
6223,18.0
6224,25.0
6225,15.0
6226,15.0
6227,27.0
6228,18.0
6229,18.0
6230,15.0
6231,15.0
6232,15.0
6233,15.0
6234,28.0
6235,15.0
6236,28.0
6237,50.0
6238,30.0
6239,19.0
6240,19.0
6241,58.0
6242,18.0
6243,28.0
6244,18.0
6245,18.0
6246,28.0
6247,38.0
6248,38.0
6249,38.0
6250,18.0
6251,19.0
6252,19.0
6253,19.0
6254,19.0
6255,19.0
6256,30.0
6257,30.0
6258,30.0
6259,30.0
6260,30.0
6261,30.0
6262,30.0
6263,30.0
6264,30.0
6265,30.0
6266,30.0
6267,30.0
6268,30.0
6269,30.0
6270,18.0
6271,31.0
6272,24.0
6273,10.0
6274,10.0
6275,10.0
6276,10.0
6277,10.0
6278,10.0
6279,10.0
6280,10.0
6281,10.0
6282,10.0
6283,10.0
6284,10.0
6285,10.0
6286,10.0
6287,10.0
6288,10.0
6289,10.0
6290,10.0
6291,10.0
6292,10.0
6293,28.0
6294,22.0
6295,34.0
6296,28.0
6297,23.0
6298,42.0
6299,42.0
6300,28.0
6301,33.0
6302,28.0
6303,41.0
6304,41.0
6305,35.0
6306,41.0
6307,41.0
6308,28.0
6309,27.0
6310,30.0
6311,27.0
6312,63.0
6313,50.0
6314,50.0
6315,50.0
6316,19.0
6317,19.0
6318,19.0
6319,19.0
6320,19.0
6321,19.0
6322,44.0
6323,74.0
6324,26.0
6325,63.0
6326,23.0
6327,23.0
6328,55.0
6329,44.0
6330,65.0
6331,25.0
6332,29.0
6333,35.0
6334,7.0
6335,7.0
6336,9.0
6337,9.0
6338,12.0
6339,12.0
6340,28.0
6341,21.0
6342,21.0
6343,35.0
6344,27.0
6345,27.0
6346,27.0
6347,27.0
6348,42.0
6349,39.0
6350,39.0
6351,31.0
6352,43.0
6353,50.0
6354,46.0
6355,46.0
6356,55.0
6357,20.0
6358,20.0
6359,35.0
6360,32.0
6361,18.0
6362,24.0
6363,15.0
6364,18.0
6365,18.0
6366,18.0
6367,18.0
6368,18.0
6369,18.0
6370,18.0
6371,18.0
6372,18.0
6373,18.0
6374,18.0
6375,18.0
6376,18.0
6377,18.0
6378,18.0
6379,18.0
6380,18.0
6381,18.0
6382,24.0
6383,35.0
6384,35.0
6385,25.0
6386,25.0
6387,25.0
6388,25.0
6389,25.0
6390,25.0
6391,25.0
6392,34.0
6393,34.0
6394,18.0
6395,14.0
6396,25.0
6397,60.0
6398,25.0
6399,25.0
6400,25.0
6401,25.0
6402,25.0
6403,25.0
6404,18.0
6405,18.0
6406,18.0
6407,18.0
6408,68.0
6409,18.0
6410,18.0
6411,42.0
6412,18.0
6413,18.0
6414,18.0
6415,18.0
6416,18.0
6417,18.0
6418,18.0
6419,18.0
6420,18.0
6421,18.0
6422,18.0
6423,18.0
6424,18.0
6425,18.0
6426,18.0
6427,18.0
6428,18.0
6429,18.0
6430,18.0
6431,18.0
6432,18.0
6433,18.0
6434,18.0
6435,18.0
6436,10.0
6437,10.0
6438,10.0
6439,29.0
6440,29.0
6441,29.0
6442,29.0
6443,15.0
6444,15.0
6445,15.0
6446,38.0
6447,38.0
6448,38.0
6449,46.0
6450,58.0
6451,38.0
6452,32.0
6453,32.0
6454,36.0
6455,54.0
6456,35.0
6457,50.0
6458,36.0
6459,36.0
6460,36.0
6461,44.0
6462,44.0
6463,29.0
6464,28.0
6465,28.0
6466,28.0
6467,28.0
6468,28.0
6469,37.0
6470,37.0
6471,42.0
6472,36.0
6473,41.0
6474,51.0
6475,56.0
6476,38.0
6477,18.0
6478,18.0
6479,18.0
6480,18.0
6481,18.0
6482,27.0
6483,23.0
6484,18.0
6485,17.0
6486,17.0
6487,13.0
6488,15.0
6489,15.0
6490,23.0
6491,21.0
6492,21.0
6493,10.0
6494,18.0
6495,18.0
6496,18.0
6497,18.0
6498,10.0
6499,24.0
6500,28.0
6501,29.0
6502,22.0
6503,22.0
6504,15.0
6505,15.0
6506,15.0
6507,15.0
6508,15.0
6509,24.0
6510,24.0
6511,24.0
6512,45.2
6513,48.1
6514,85.3
6515,91.4
6516,77.0
6517,91.4
6518,103.5
6519,82.1
6520,55.4
6521,10.5
6522,28.2
6523,28.2
6524,50.0
6525,34.6
6526,41.6
6527,13.0
6528,19.0
6529,20.0
6530,20.0
6531,35.6
6532,11.0
6533,12.0
6534,17.0
6535,9.0
6536,12.0
6537,14.0
6538,14.0
6539,15.0
6540,16.0
6541,13.0
6542,18.0
6543,7.0
6544,7.0
6545,7.0
6546,10.0
6547,12.0
6548,14.0
6549,24.8
6550,15.0
6551,83.0
6552,82.4
6553,28.0
6554,28.0
6555,18.0
6556,26.0
6557,28.0
6558,18.0
6559,22.0
6560,48.0
6561,32.5
6562,28.0
6563,18.0
6564,70.0
6565,55.0
6566,60.0
6567,80.0
6568,30.0
6569,17.0
6570,80.0
6571,80.0
6572,60.0
6573,18.0
6574,32.0
6575,70.0
6576,65.0
6577,85.0
6578,45.0
6579,45.0
6580,60.0
6581,50.0
6582,15.0
6583,60.0
6584,60.0
6585,18.0
6586,5.0
6587,10.0
6588,10.0
6589,10.0
6590,10.0
6591,29.0
6592,15.0
6593,8.0
6594,8.0
6595,48.0
6596,7.0
6597,7.0
6598,15.0
6599,10.0
6600,18.0
6601,15.0
6602,18.0
6603,10.0
6604,8.0
6605,14.0
6606,84.0
6607,14.0
6608,3.0
6609,80.0
6610,30.0
6611,17.0
6612,13.0
6613,50.0
6614,35.0
6615,60.0
6616,60.0
6617,35.0
6618,9.0
6619,18.0
6620,12.0
6621,60.0
6622,40.0
6623,70.0
6624,10.0
6625,10.0
6626,10.0
6627,10.0
6628,10.0
6629,6.0
6630,4.0
6631,12.0
6632,6.0
6633,5.0
6634,5.0
6635,5.0
6636,5.0
6637,5.0
6638,30.0
6639,12.0
6640,5.0
6641,12.0
6642,60.0
6643,32.0
6644,5.0
6645,5.0
6646,5.0
6647,6.0
6648,6.0
6649,6.0
6650,25.0
6651,8.0
6652,8.0
6653,8.0
6654,8.0
6655,8.0
6656,8.0
6657,21.0
6658,5.0
6659,38.2
6660,30.0
6661,60.0
6662,7.0
6663,40.0
6664,50.0
6665,60.0
6666,60.0
6667,40.0
6668,35.0
6669,80.0
6670,70.0
6671,10.0
6672,13.0
6673,13.0
6674,10.0
6675,10.0
6676,26.0
6677,15.0
6678,64.0
6679,10.0
6680,18.0
6681,34.0
6682,35.0
6683,48.0
6684,40.0
6685,28.0
6686,20.0
6687,15.1
6688,15.1
6689,16.0
6690,16.3
6691,16.3
6692,34.6
6693,32.0
6694,44.3
6695,15.1
6696,30.1
6697,21.7
6698,21.7
6699,16.3
6700,16.3
6701,15.1
6702,15.1
6703,15.1
6704,7.0
6705,7.0
6706,13.0
6707,12.0
6708,69.4
6709,69.4
6710,69.4
6711,69.4
6712,69.4
6713,30.1
6714,30.1
6715,16.3
6716,15.1
6717,16.3
6718,16.3
6719,16.3
6720,16.3
6721,16.3
6722,16.3
6723,16.3
6724,15.1
6725,15.1
6726,15.1
6727,16.3
6728,16.3
6729,16.3
6730,16.3
6731,16.3
6732,16.3
6733,16.3
6734,16.3
6735,16.3
6736,16.3
6737,16.3
6738,16.3
6739,40.7
6740,35.0
6741,58.0
6742,16.0
6743,18.0
6744,23.0
6745,31.8
6746,17.8
6747,40.7
6748,8.0
6749,64.6
6750,25.5
6751,20.7
6752,30.2
6753,18.0
6754,39.6
6755,39.6
6756,30.1
6757,16.0
6758,15.1
6759,29.9
6760,36.7
6761,36.7
6762,36.7
6763,10.0
6764,15.0
6765,10.0
6766,30.0
6767,30.0
6768,10.0
6769,10.0
6770,13.0
6771,13.0
6772,13.0
6773,13.0
6774,13.0
6775,13.0
6776,40.0
6777,60.0
6778,60.0
6779,60.0
6780,50.0
6781,60.0
6782,30.0
6783,100.0
6784,40.0
6785,705.0
6786,55.0
6787,70.0
6788,50.0
6789,75.0
6790,100.0
6791,32.0
6792,60.0
6793,70.0
6794,45.0
6795,70.0
6796,60.0
6797,35.0
6798,3.0
6799,25.0
6800,18.0
6801,22.0
6802,60.0
6803,22.0
6804,100.0
6805,10.0
6806,15.0
6807,15.0
6808,15.0
6809,15.0
6810,10.0
6811,10.0
6812,20.0
6813,60.0
6814,80.0
6815,80.0
6816,60.0
6817,15.0
6818,8.0
6819,8.0
6820,8.0
6821,4.0
6822,26.0
6823,26.0
6824,22.0
6825,20.0
6826,10.0
6827,15.0
6828,10.0
6829,50.0
6830,55.0
6831,18.0
6832,41.0
6833,160.0
6834,100.0
6835,180.0
6836,130.0
6837,160.0
6838,220.0
6839,19.0
6840,18.0
6841,18.0
6842,25.0
6843,8.9
6844,13.0
6845,25.0
6846,40.0
6847,30.0
6848,16.0
6849,7.0
6850,16.0
6851,18.0
6852,25.0
6853,100.0
6854,80.0
6855,20.0
6856,5.0
6857,15.0
6858,15.0
6859,25.0
6860,80.0
6861,44.0
6862,30.0
6863,25.0
6864,14.0
6865,24.0
6866,28.0
6867,12.0
6868,14.0
6869,15.0
6870,18.0
6871,10.5
6872,18.0
6873,4.0
6874,14.0
6875,8.0
6876,28.0
6877,65.0
6878,20.0
6879,7.0
6880,41.0
6881,41.0
6882,25.0
6883,70.0
6884,70.0
6885,85.0
6886,85.0
6887,85.0
6888,70.0
6889,85.0
6890,80.0
6891,65.0
6892,71.5
6893,40.0
6894,12.7
6895,30.0
6896,12.0
6897,12.0
6898,18.0
6899,16.0
6900,11.0
6901,11.0
6902,25.0
6903,40.0
6904,40.0
6905,13.0
6906,13.0
6907,15.0
6908,4.0
6909,32.0
6910,50.0
6911,180.0
6912,90.0
6913,120.0
6914,100.0
6915,10.0
6916,8.0
6917,43.0
6918,12.0
6919,15.0
6920,12.0
6921,12.0
6922,18.0
6923,12.0
6924,15.0
6925,20.0
6926,10.0
6927,15.0
6928,18.0
6929,80.0
6930,16.3
6931,16.3
6932,16.3
6933,16.3
6934,16.3
6935,19.0
6936,19.0
6937,10.0
6938,10.0
6939,14.0
6940,16.3
6941,16.3
6942,16.3
6943,16.3
6944,16.3
6945,16.3
6946,16.3
6947,16.3
6948,42.0
6949,16.3
6950,16.3
6951,16.3
6952,16.3
6953,34.6
6954,57.5
6955,70.0
6956,8.0
6957,10.0
6958,10.0
6959,12.0
6960,5.0
6961,10.0
6962,13.0
6963,15.0
6964,15.0
6965,20.0
6966,12.0
6967,11.0
6968,16.0
6969,12.0
6970,7.0
6971,18.0
6972,9.0
6973,12.0
6974,11.0
6975,11.0
6976,16.0
6977,11.0
6978,11.0
6979,16.0
6980,15.0
6981,12.0
6982,18.0
6983,3.0
6984,15.0
6985,9.0
6986,22.0
6987,21.0
6988,10.0
6989,16.0
6990,25.0
6991,63.7
6992,42.3
6993,50.0
6994,110.0
6995,23.0
6996,3.0
6997,18.0
6998,8.0
6999,35.0
7000,8.0
7001,40.0
7002,19.0
7003,23.4
7004,10.0
7005,10.0
7006,25.0
7007,26.6
7008,134.7
7009,20.0
7010,32.0
7011,35.0
7012,35.0
7013,19.0
7014,28.0
7015,29.5
7016,25.0
7017,16.3
7018,16.3
7019,16.3
7020,16.3
7021,16.3
7022,16.3
7023,16.3
7024,13.0
7025,15.1
7026,15.1
7027,30.1
7028,30.1
7029,10.0
7030,13.0
7031,20.0
7032,30.0
7033,9.6
7034,16.3
7035,15.1
7036,22.0
7037,10.0
7038,16.0
7039,10.0
7040,7.0
7041,16.0
7042,16.0
7043,13.0
7044,7.0
7045,6.0
7046,9.0
7047,20.0
7048,30.0
7049,8.0
7050,15.0
7051,15.0
7052,18.0
7053,22.0
7054,22.0
7055,18.0
7056,25.0
7057,25.0
7058,20.0
7059,20.0
7060,22.0
7061,15.0
7062,25.0
7063,15.0
7064,30.0
7065,24.0
7066,15.0
7067,15.0
7068,15.0
7069,26.0
7070,8.0
7071,8.0
7072,8.0
7073,8.0
7074,10.0
7075,10.0
7076,24.6
7077,37.7
7078,39.6
7079,39.6
7080,39.6
7081,39.6
7082,39.6
7083,39.6
7084,39.6
7085,39.6
7086,25.0
7087,10.0
7088,13.0
7089,22.0
7090,29.0
7091,58.0
7092,60.0
7093,54.0
7094,71.5
7095,110.0
7096,71.5
7097,71.5
7098,71.5
7099,71.5
7100,50.9
7101,44.6
7102,71.5
7103,71.5
7104,71.5
7105,71.5
7106,60.0
7107,68.0
7108,69.4
7109,76.3
7110,76.3
7111,76.3
7112,76.3
7113,76.3
7114,76.3
7115,76.3
7116,76.3
7117,76.3
7118,76.3
7119,76.3
7120,76.3
7121,29.0
7122,76.3
7123,76.3
7124,76.3
7125,76.3
7126,76.3
7127,76.3
7128,76.3
7129,76.3
7130,76.3
7131,76.3
7132,76.3
7133,76.3
7134,23.6
7135,76.3
7136,76.3
7137,76.3
7138,76.3
7139,76.3
7140,76.3
7141,48.4
7142,76.3
7143,76.3
7144,52.0
7145,50.0
7146,52.0
7147,50.0
7148,51.0
7149,54.0
7150,50.0
7151,58.0
7152,57.0
7153,58.0
7154,57.0
7155,60.0
7156,63.0
7157,56.0
7158,50.0
7159,56.0
7160,56.0
7161,51.0
7162,30.1
7163,53.0
7164,55.0
7165,56.0
7166,56.0
7167,60.0
7168,56.0
7169,60.0
7170,68.0
7171,68.0
7172,61.0
7173,30.1
7174,30.1
7175,65.0
7176,62.0
7177,50.0
7178,7.0
7179,55.0
7180,46.0
7181,52.0
7182,32.0
7183,25.0
7184,54.0
7185,50.0
7186,45.0
7187,48.0
7188,48.0
7189,50.0
7190,50.0
7191,52.0
7192,47.0
7193,50.0
7194,52.0
7195,50.0
7196,50.0
7197,48.0
7198,49.0
7199,53.0
7200,58.0
7201,55.0
7202,52.0
7203,50.0
7204,50.0
7205,50.0
7206,16.0
7207,20.0
7208,25.0
7209,30.1
7210,30.1
7211,48.0
7212,22.0
7213,29.2
7214,29.2
7215,23.0
7216,10.0
7217,10.0
7218,11.0
7219,11.0
7220,11.0
7221,23.6
7222,23.6
7223,16.0
7224,23.6
7225,23.6
7226,23.6
7227,23.6
7228,23.6
7229,23.6
7230,23.6
7231,23.6
7232,23.6
7233,23.6
7234,23.6
7235,23.6
7236,23.6
7237,23.6
7238,19.0
7239,21.0
7240,16.3
7241,16.3
7242,16.3
7243,16.3
7244,16.3
7245,16.3
7246,16.3
7247,16.3
7248,16.3
7249,16.3
7250,16.3
7251,16.3
7252,16.3
7253,16.3
7254,16.3
7255,16.3
7256,16.3
7257,16.3
7258,19.0
7259,16.3
7260,16.3
7261,13.0
7262,18.0
7263,38.6
7264,38.6
7265,38.6
7266,38.6
7267,38.6
7268,38.6
7269,55.0
7270,20.0
7271,38.6
7272,45.0
7273,47.0
7274,40.0
7275,40.0
7276,47.0
7277,38.0
7278,34.0
7279,38.6
7280,38.6
7281,50.0
7282,50.0
7283,60.0
7284,57.0
7285,38.6
7286,12.6
7287,40.0
7288,20.0
7289,35.0
7290,30.0
7291,30.0
7292,41.6
7293,30.0
7294,30.3
7295,28.2
7296,26.7
7297,26.6
7298,26.6
7299,38.2
7300,28.0
7301,16.0
7302,21.1
7303,21.1
7304,14.0
7305,16.0
7306,16.0
7307,16.0
7308,15.4
7309,14.5
7310,14.5
7311,55.0
7312,14.0
7313,19.3
7314,22.0
7315,22.0
7316,22.0
7317,22.0
7318,22.0
7319,22.0
7320,22.4
7321,22.0
7322,22.4
7323,45.0
7324,22.0
7325,22.4
7326,22.4
7327,22.4
7328,22.4
7329,22.4
7330,22.4
7331,22.4
7332,22.4
7333,22.4
7334,22.4
7335,22.4
7336,22.4
7337,22.4
7338,22.4
7339,22.4
7340,22.4
7341,22.4
7342,22.4
7343,22.4
7344,22.4
7345,22.4
7346,22.4
7347,22.4
7348,22.4
7349,22.4
7350,22.4
7351,22.4
7352,22.4
7353,22.4
7354,22.4
7355,22.4
7356,22.4
7357,22.4
7358,22.4
7359,22.4
7360,22.4
7361,22.4
7362,22.4
7363,22.4
7364,22.4
7365,22.4
7366,22.4
7367,22.4
7368,22.4
7369,22.4
7370,22.4
7371,22.4
7372,22.4
7373,22.4
7374,22.4
7375,22.4
7376,22.4
7377,22.4
7378,22.4
7379,22.4
7380,22.4
7381,22.4
7382,22.4
7383,22.4
7384,22.4
7385,22.4
7386,22.4
7387,22.4
7388,22.4
7389,22.4
7390,22.4
7391,22.4
7392,56.7
7393,56.7
7394,56.7
7395,56.7
7396,56.7
7397,56.7
7398,56.7
7399,56.7
7400,84.4
7401,34.6
7402,34.6
7403,34.6
7404,34.6
7405,34.6
7406,28.0
7407,47.8
7408,30.0
7409,30.0
7410,34.6
7411,33.5
7412,61.6
7413,60.5
7414,16.0
7415,80.0
7416,85.0
7417,60.0
7418,60.0
7419,20.0
7420,21.0
7421,22.0
7422,21.0
7423,23.0
7424,26.0
7425,24.0
7426,25.0
7427,50.0
7428,35.7
7429,35.7
7430,35.7
7431,90.0
7432,80.0
7433,95.0
7434,85.0
7435,80.0
7436,80.0
7437,80.0
7438,85.0
7439,80.0
7440,80.0
7441,60.0
7442,80.0
7443,95.0
7444,90.0
7445,85.0
7446,80.0
7447,79.6
7448,73.2
7449,127.3
7450,70.3
7451,60.0
7452,93.3
7453,114.6
7454,40.0
7455,70.0
7456,93.9
7457,90.7
7458,117.5
7459,60.0
7460,70.0
7461,166.5
7462,93.9
7463,78.9
7464,102.5
7465,85.0
7466,82.8
7467,68.0
7468,60.0
7469,120.0
7470,90.0
7471,69.7
7472,69.7
7473,90.0
7474,85.0
7475,99.0
7476,65.0
7477,20.0
7478,20.0
7479,20.0
7480,19.7
7481,19.7
7482,19.7
7483,22.0
7484,15.0
7485,19.0
7486,19.0
7487,19.0
7488,19.0
7489,19.0
7490,19.1
7491,14.0
7492,12.0
7493,10.0
7494,41.6
7495,43.0
7496,27.8
7497,8.0
7498,8.0
7499,8.0
7500,8.0
7501,8.0
7502,8.0
7503,8.0
7504,8.0
7505,8.0
7506,8.0
7507,8.0
7508,8.0
7509,8.0
7510,8.0
7511,8.0
7512,8.0
7513,8.0
7514,8.0
7515,8.0
7516,8.0
7517,8.0
7518,8.0
7519,8.0
7520,8.0
7521,8.0
7522,8.0
7523,8.0
7524,8.0
7525,8.0
7526,8.0
7527,8.0
7528,8.0
7529,8.0
7530,8.0
7531,8.0
7532,8.0
7533,8.0
7534,8.0
7535,8.0
7536,8.0
7537,8.0
7538,8.0
7539,8.0
7540,8.0
7541,8.0
7542,8.0
7543,8.0
7544,8.0
7545,8.0
7546,8.0
7547,8.0
7548,8.0
7549,8.0
7550,8.0
7551,8.0
7552,8.0
7553,8.0
7554,8.0
7555,8.0
7556,8.0
7557,8.0
7558,8.0
7559,8.0
7560,8.0
7561,16.4
7562,28.0
7563,18.6
7564,18.6
7565,78.0
7566,18.0
7567,12.0
7568,28.0
7569,65.3
7570,36.2
7571,36.2
7572,36.2
7573,36.2
7574,36.2
7575,36.2
7576,36.2
7577,36.2
7578,36.2
7579,36.2
7580,36.2
7581,36.2
7582,36.2
7583,36.2
7584,36.2
7585,36.2
7586,36.2
7587,36.2
7588,36.2
7589,36.2
7590,36.2
7591,36.2
7592,36.2
7593,36.2
7594,60.2
7595,49.3
7596,23.9
7597,46.2
7598,49.3
7599,44.6
7600,36.2
7601,47.8
7602,36.2
7603,36.2
7604,36.2
7605,36.2
7606,28.2
7607,16.0
7608,10.5
7609,80.0
7610,24.9
7611,31.8
7612,28.0
7613,19.1
7614,36.0
7615,27.7
7616,7.3
7617,47.4
7618,43.0
7619,33.4
7620,78.0
7621,47.8
7622,28.7
7623,12.7
7624,33.4
7625,35.0
7626,12.7
7627,12.7
7628,40.0
7629,15.0
7630,39.3
7631,4.0
7632,39.3
7633,39.3
7634,39.3
7635,39.3
7636,22.1
7637,22.1
7638,22.1
7639,22.1
7640,22.1
7641,22.1
7642,22.1
7643,22.3
7644,22.1
7645,22.1
7646,22.1
7647,22.1
7648,22.1
7649,22.1
7650,22.1
7651,22.1
7652,22.1
7653,22.1
7654,22.1
7655,22.1
7656,22.1
7657,22.1
7658,22.1
7659,22.1
7660,22.1
7661,22.1
7662,22.1
7663,22.1
7664,22.1
7665,19.1
7666,22.1
7667,22.1
7668,21.7
7669,20.0
7670,12.0
7671,12.0
7672,18.6
7673,18.6
7674,18.6
7675,18.6
7676,18.6
7677,18.0
7678,24.0
7679,29.8
7680,57.5
7681,57.5
7682,57.5
7683,30.0
7684,25.0
7685,57.5
7686,57.5
7687,57.5
7688,57.5
7689,57.5
7690,57.5
7691,125.0
7692,57.5
7693,57.5
7694,57.5
7695,13.0
7696,10.0
7697,80.0
7698,100.0
7699,200.0
7700,150.0
7701,170.0
7702,150.0
7703,180.0
7704,180.0
7705,140.0
7706,150.0
7707,130.0
7708,50.0
7709,210.0
7710,170.0
7711,22.0
7712,50.0
7713,20.0
7714,76.0
7715,82.0
7716,44.0
7717,46.0
7718,12.0
7719,56.0
7720,72.0
7721,48.0
7722,15.0
7723,9.0
7724,52.0
7725,32.0
7726,60.0
7727,12.0
7728,64.0
7729,142.0
7730,100.0
7731,50.0
7732,55.0
7733,110.0
7734,70.0
7735,105.0
7736,90.0
7737,110.0
7738,85.0
7739,72.0
7740,100.0
7741,105.0
7742,90.0
7743,38.0
7744,135.0
7745,58.0
7746,58.0
7747,105.0
7748,60.0
7749,80.0
7750,110.0
7751,105.0
7752,50.0
7753,80.0
7754,80.0
7755,80.0
7756,145.0
7757,60.0
7758,55.0
7759,60.0
7760,6.0
7761,12.0
7762,12.0
7763,45.0
7764,12.0
7765,12.0
7766,6.0
7767,8.0
7768,35.0
7769,10.0
7770,15.0
7771,18.0
7772,8.0
7773,15.0
7774,8.0
7775,15.0
7776,12.0
7777,12.0
7778,12.0
7779,15.0
7780,20.0
7781,32.0
7782,12.0
7783,18.0
7784,50.0
7785,50.0
7786,50.0
7787,50.0
7788,70.0
7789,50.0
7790,18.0
7791,18.0
7792,18.0
7793,6.0
7794,35.0
7795,35.0
7796,44.0
7797,38.0
7798,32.0
7799,35.0
7800,25.0
7801,24.0
7802,35.0
7803,27.0
7804,29.0
7805,35.0
7806,40.0
7807,30.0
7808,30.0
7809,80.0
7810,40.0
7811,23.0
7812,45.0
7813,15.0
7814,50.0
7815,55.0
7816,37.0
7817,60.0
7818,55.0
7819,38.0
7820,34.0
7821,45.0
7822,55.0
7823,19.0
7824,19.0
7825,19.0
7826,19.0
7827,28.0
7828,25.0
7829,38.0
7830,32.0
7831,25.0
7832,13.0
7833,14.0
7834,19.0
7835,19.0
7836,40.0
7837,36.0
7838,20.0
7839,40.0
7840,22.0
7841,8.0
7842,22.0
7843,40.0
7844,22.0
7845,25.0
7846,20.0
7847,12.0
7848,60.0
7849,22.0
7850,24.0
7851,6.0
7852,40.0
7853,45.0
7854,60.0
7855,22.0
7856,22.0
7857,25.0
7858,22.0
7859,50.0
7860,6.0
7861,30.0
7862,30.0
7863,40.0
7864,20.0
7865,55.0
7866,6.0
7867,10.0
7868,22.0
7869,50.0
7870,45.0
7871,18.0
7872,24.0
7873,50.0
7874,22.0
7875,55.0
7876,18.0
7877,18.0
7878,18.0
7879,50.0
7880,60.0
7881,18.0
7882,25.0
7883,20.0
7884,65.0
7885,24.0
7886,25.0
7887,24.0
7888,35.0
7889,32.0
7890,16.0
7891,25.0
7892,20.0
7893,8.0
7894,30.0
7895,20.0
7896,45.0
7897,40.0
7898,10.0
7899,45.0
7900,40.0
7901,6.0
7902,22.0
7903,42.0
7904,30.0
7905,50.0
7906,50.0
7907,6.0
7908,30.0
7909,25.0
7910,20.0
7911,60.0
7912,20.0
7913,45.0
7914,20.0
7915,60.0
7916,60.0
7917,20.0
7918,9.0
7919,45.0
7920,60.0
7921,25.0
7922,22.0
7923,18.0
7924,30.0
7925,45.0
7926,30.0
7927,25.0
7928,40.0
7929,32.0
7930,30.0
7931,60.0
7932,35.0
7933,6.0
7934,30.0
7935,35.0
7936,60.0
7937,20.0
7938,22.0
7939,60.0
7940,25.0
7941,50.0
7942,25.0
7943,25.0
7944,30.0
7945,50.0
7946,30.0
7947,25.0
7948,60.0
7949,25.0
7950,30.0
7951,40.0
7952,45.0
7953,140.0
7954,48.0
7955,64.6
7956,42.0
7957,58.0
7958,55.0
7959,75.0
7960,75.8
7961,70.7
7962,121.3
7963,19.0
7964,16.0
7965,20.0
7966,9.0
7967,9.0
7968,9.0
7969,7.0
7970,8.0
7971,7.0
7972,7.0
7973,7.0
7974,26.0
7975,8.0
7976,12.0
7977,12.0
7978,11.0
7979,10.0
7980,9.0
7981,11.0
7982,10.0
7983,10.0
7984,7.0
7985,8.0
7986,8.0
7987,8.0
7988,7.0
7989,7.0
7990,8.0
7991,7.0
7992,7.0
7993,7.0
7994,10.0
7995,8.0
7996,7.0
7997,7.0
7998,8.0
7999,8.0
8000,22.0
8001,28.0
8002,19.0
8003,19.0
8004,34.0
8005,27.0
8006,16.0
8007,26.0
8008,38.0
8009,7.0
8010,8.0
8011,23.0
8012,24.0
8013,40.0
8014,9.0
8015,33.0
8016,18.0
8017,24.0
8018,32.0
8019,30.0
8020,13.0
8021,9.0
8022,40.0
8023,28.0
8024,48.0
8025,29.0
8026,21.0
8027,22.0
8028,20.0
8029,28.0
8030,8.0
8031,30.0
8032,36.0
8033,34.0
8034,35.0
8035,35.0
8036,19.0
8037,40.0
8038,40.0
8039,22.0
8040,15.0
8041,15.0
8042,19.0
8043,18.0
8044,16.0
8045,50.0
8046,18.0
8047,60.0
8048,10.0
8049,70.0
8050,17.0
8051,60.0
8052,23.0
8053,13.0
8054,14.0
8055,18.0
8056,8.0
8057,18.0
8058,54.0
8059,16.0
8060,8.0
8061,16.0
8062,16.0
8063,17.0
8064,14.0
8065,18.0
8066,8.0
8067,15.0
8068,35.0
8069,50.0
8070,9.0
8071,6.0
8072,8.0
8073,7.0
8074,6.0
8075,7.0
8076,7.0
8077,7.0
8078,9.0
8079,8.0
8080,95.0
8081,6.1
8082,6.1
8083,67.5
8084,47.8
8085,70.0
8086,22.3
8087,23.2
8088,15.9
8089,8.0
8090,7.0
8091,8.9
8092,13.4
8093,8.0
8094,7.0
8095,8.0
8096,15.9
8097,11.5
8098,7.0
8099,9.6
8100,14.6
8101,8.0
8102,10.2
8103,9.2
8104,9.9
8105,23.9
8106,7.3
8107,11.8
8108,13.4
8109,13.1
8110,70.0
8111,18.5
8112,15.9
8113,19.1
8114,26.1
8115,23.2
8116,19.7
8117,70.0
8118,34.4
8119,28.7
8120,17.5
8121,20.7
8122,25.5
8123,17.5
8124,23.2
8125,23.6
8126,18.5
8127,19.7
8128,22.3
8129,32.8
8130,30.9
8131,22.9
8132,22.0
8133,20.7
8134,18.1
8135,10.2
8136,22.9
8137,6.0
