,size
2141,30.1
2142,30.1
2143,45.0
2144,38.0
2145,22.0
2146,27.0
2147,29.0
2148,55.0
2149,32.0
2150,35.0
2151,38.0
2152,38.0
2153,28.0
2154,34.0
2155,42.0
2156,58.0
2157,54.0
2158,25.0
2159,49.0
2160,11.0
2161,32.0
2162,25.0
2163,29.0
2164,21.7
2165,29.2
2166,29.2
2167,29.2
2168,29.2
2169,29.2
2170,29.2
2171,29.2
2172,16.3
2173,29.2
2174,29.2
2175,11.0
2176,23.6
2177,23.6
2178,23.6
2179,23.6
2180,23.6
2181,23.6
2182,23.6
2183,23.6
2184,23.6
2185,23.6
2186,23.6
2187,23.6
2188,23.6
2189,23.6
2190,23.6
2191,23.6
2192,23.6
2193,23.6
2194,23.6
2195,23.6
2196,23.6
2197,18.0
2198,26.0
2199,29.6
2200,29.6
2201,34.0
2202,23.6
2203,23.6
2204,14.0
2205,19.0
2206,18.0
2207,28.7
2208,16.3
2209,16.3
2210,16.3
2211,16.3
2212,16.3
2213,16.3
2214,16.3
2215,16.3
2216,16.3
2217,16.3
2218,16.3
2219,25.0
2220,16.3
2221,10.0
2222,18.0
2223,20.0
2224,6.0
2225,15.0
2226,22.0
2227,32.0
2228,16.0
2229,12.0
2230,13.9
2231,6.0
2232,38.6
2233,12.0
2234,11.0
2235,18.0
2236,16.0
2237,12.0
2238,15.0
2239,10.0
2240,13.0
2241,12.0
2242,14.0
2243,50.0
2244,10.0
2245,18.0
2246,15.0
2247,15.0
2248,13.0
2249,14.0
2250,11.0
2251,18.0
2252,16.0
2253,40.0
2254,12.0
2255,9.0
2256,29.0
2257,8.0
2258,8.0
2259,14.0
2260,40.0
2261,40.0
2262,10.0
2263,40.0
2264,50.0
2265,4.9
2266,26.0
2267,27.0
2268,27.0
2269,26.6
2270,26.4
2271,21.1
2272,38.0
2273,45.0
2274,18.0
2275,21.0
2276,18.6
2277,33.0
2278,30.0
2279,32.0
2280,30.0
2281,18.6
2282,30.0
2283,30.0
2284,25.0
2285,22.0
2286,22.0
2287,22.4
2288,22.4
2289,57.3
2290,35.0
2291,5.0
2292,35.0
2293,35.0
2294,35.0
2295,18.0
2296,35.0
2297,35.0
2298,35.0
2299,28.0
2300,35.0
2301,35.0
2302,35.0
2303,35.0
2304,35.0
2305,35.0
2306,35.0
2307,35.0
2308,35.0
2309,35.0
2310,35.0
2311,35.0
2312,35.0
2313,8.0
2314,25.0
2315,15.0
2316,15.0
2317,34.6
2318,34.6
2319,34.6
2320,34.6
2321,34.6
2322,34.6
2323,34.6
2324,34.6
2325,30.0
2326,20.0
2327,38.2
2328,34.6
2329,30.0
2330,34.6
2331,34.6
2332,30.0
2333,30.0
2334,30.0
2335,30.0
2336,30.0
2337,30.0
2338,30.0
2339,30.0
2340,30.0
2341,30.0
2342,30.0
2343,30.0
2344,30.0
2345,30.0
2346,30.0
2347,30.0
2348,30.0
2349,30.0
2350,30.0
2351,30.0
2352,30.0
2353,30.0
2354,30.0
2355,30.0
2356,30.0
2357,30.0
2358,30.0
2359,30.0
2360,34.6
2361,34.6
2362,34.6
2363,30.0
2364,30.0
2365,30.0
2366,30.0
2367,34.6
2368,34.6
2369,34.6
2370,34.6
2371,34.6
2372,34.6
2373,34.6
2374,34.6
2375,34.6
2376,34.6
2377,34.6
2378,34.6
2379,34.6
2380,34.6
2381,34.6
2382,34.6
2383,34.6
2384,34.6
2385,34.6
2386,34.6
2387,34.6
2388,34.6
2389,34.6
2390,34.6
2391,34.6
2392,34.6
2393,34.6
2394,34.6
2395,34.6
2396,34.6
2397,34.6
2398,34.6
2399,34.6
2400,50.0
2401,45.0
2402,45.0
2403,33.5
2404,33.5
2405,33.5
2406,35.0
2407,61.6
2408,61.6
2409,61.6
2410,35.7
2411,32.0
2412,38.0
2413,16.0
2414,37.0
2415,35.7
2416,35.7
2417,35.7
2418,35.7
2419,35.7
2420,87.2
2421,69.7
2422,70.5
2423,20.0
2424,31.0
2425,20.0
2426,20.0
2427,20.0
2428,19.7
2429,17.0
2430,15.0
2431,16.0
2432,15.0
2433,19.0
2434,19.7
2435,19.7
2436,19.7
2437,19.7
2438,19.0
2439,19.0
2440,20.0
2441,19.1
2442,19.1
2443,19.1
2444,41.6
2445,73.2
2446,14.0
2447,15.0
2448,14.0
2449,18.0
2450,8.0
2451,16.4
2452,16.4
2453,16.4
2454,16.4
2455,16.4
2456,16.4
2457,16.4
2458,16.4
2459,16.4
2460,20.0
2461,14.0
2462,14.0
2463,18.0
2464,18.0
2465,9.0
2466,9.0
2467,16.4
2468,7.0
2469,18.6
2470,36.2
2471,36.2
2472,36.2
2473,36.2
2474,35.0
2475,36.2
2476,36.2
2477,18.0
2478,36.2
2479,36.2
2480,36.2
2481,36.2
2482,36.2
2483,36.2
2484,36.2
2485,36.2
2486,36.2
2487,36.2
2488,36.2
2489,36.2
2490,36.2
2491,36.2
2492,36.2
2493,36.2
2494,36.2
2495,36.2
2496,36.2
2497,36.2
2498,36.2
2499,36.2
2500,36.2
2501,36.2
2502,36.2
2503,36.2
2504,36.2
2505,36.2
2506,36.2
2507,36.2
2508,36.2
2509,36.2
2510,36.2
2511,36.2
2512,36.2
2513,36.2
2514,36.2
2515,38.0
2516,36.2
2517,36.2
2518,36.2
2519,36.2
2520,36.2
2521,36.2
2522,36.2
2523,36.2
2524,36.2
2525,36.2
2526,36.2
2527,36.2
2528,65.0
2529,38.2
2530,36.2
2531,36.2
2532,36.2
2533,57.0
2534,36.2
2535,37.0
2536,42.0
2537,32.0
2538,45.0
2539,38.0
2540,10.5
2541,10.5
2542,10.5
2543,39.3
2544,39.3
2545,6.0
2546,22.1
2547,22.1
2548,21.7
2549,21.7
2550,21.7
2551,12.0
2552,21.7
2553,9.0
2554,18.0
2555,7.0
2556,18.6
2557,18.6
2558,29.0
2559,18.6
2560,18.6
2561,18.6
2562,62.1
2563,29.0
2564,38.0
2565,19.0
2566,18.0
2567,70.0
2568,20.0
2569,28.0
2570,18.0
2571,15.0
2572,21.0
2573,22.0
2574,32.0
2575,40.0
2576,21.0
2577,23.7
2578,32.0
2579,32.0
2580,24.0
2581,25.0
2582,16.0
2583,15.9
2584,15.9
2585,34.0
2586,28.0
2587,38.0
2588,43.0
2589,36.0
2590,44.0
2591,24.0
2592,38.0
2593,38.0
2594,39.0
2595,36.0
2596,40.0
2597,27.0
2598,71.3
2599,13.0
2600,12.0
2601,24.0
2602,28.0
2603,21.0
2604,31.0
2605,21.0
2606,25.0
2607,19.0
2608,90.0
2609,57.5
2610,48.0
2611,57.5
2612,60.0
2613,85.0
2614,57.5
2615,57.5
2616,46.0
2617,63.0
2618,57.5
2619,54.0
2620,57.5
2621,17.7
2622,26.2
2623,10.0
2624,20.0
2625,20.0
2626,35.0
2627,35.0
2628,35.0
2629,26.2
2630,4.0
2631,4.0
2632,26.2
2633,26.2
2634,26.2
2635,26.2
2636,26.2
2637,11.0
2638,9.0
2639,70.0
2640,75.0
2641,75.0
2642,100.0
2643,55.0
2644,45.0
2645,55.0
2646,48.0
2647,80.0
2648,19.0
2649,135.0
2650,80.0
2651,65.0
2652,65.0
2653,125.0
2654,70.0
2655,80.0
2656,20.4
2657,70.0
2658,23.9
2659,70.0
2660,70.0
2661,35.0
2662,110.0
2663,105.0
2664,6.0
2665,85.0
2666,90.0
2667,70.0
2668,90.0
2669,90.0
2670,75.0
2671,80.0
2672,70.0
2673,75.0
2674,100.0
2675,70.0
2676,75.0
2677,75.0
2678,14.0
2679,12.0
2680,45.0
2681,20.0
2682,18.0
2683,18.0
2684,13.0
2685,12.0
2686,12.0
2687,12.0
2688,12.0
2689,7.0
2690,18.0
2691,5.0
2692,14.0
2693,14.0
2694,11.0
2695,14.0
2696,10.0
2697,12.0
2698,18.0
2699,12.0
2700,12.0
2701,10.0
2702,11.0
2703,17.0
2704,9.0
2705,13.0
2706,10.0
2707,14.0
2708,19.0
2709,8.0
2710,13.0
2711,14.5
2712,18.0
2713,9.0
2714,10.0
2715,13.0
2716,10.0
2717,6.0
2718,12.0
2719,15.0
2720,10.0
2721,16.0
2722,13.0
2723,50.0
2724,75.8
2725,68.1
2726,79.6
2727,67.5
2728,77.7
2729,77.0
2730,69.4
2731,71.6
2732,37.2
2733,62.1
2734,38.5
2735,76.1
2736,68.8
2737,60.2
2738,77.0
2739,70.7
2740,86.6
2741,75.1
2742,59.8
2743,6.4
2744,64.9
2745,61.1
2746,79.6
2747,72.0
2748,17.0
2749,11.0
2750,12.0
2751,14.0
2752,14.0
2753,16.0
2754,12.0
2755,12.0
2756,12.0
2757,7.0
2758,9.0
2759,10.0
2760,14.0
2761,27.0
2762,11.0
2763,12.0
2764,10.0
2765,9.0
2766,11.0
2767,9.0
2768,9.0
2769,38.0
2770,39.0
2771,39.0
2772,37.0
2773,17.0
2774,20.0
2775,25.0
2776,13.0
2777,35.0
2778,39.0
2779,48.0
2780,31.0
2781,43.0
2782,16.0
2783,18.0
2784,19.0
2785,5.0
2786,5.0
2787,24.0
2788,22.0
2789,16.0
2790,18.0
2791,16.0
2792,22.0
2793,5.0
2794,18.0
2795,53.0
2796,5.0
2797,5.0
2798,13.0
2799,16.0
2800,12.0
2801,6.0
2802,13.0
2803,6.0
2804,6.0
2805,6.0
2806,5.0
2807,40.0
2808,32.0
2809,29.0
2810,33.0
2811,18.0
2812,110.0
2813,24.0
2814,38.0
2815,38.0
2816,34.0
2817,42.0
2818,42.0
2819,34.0
2820,12.0
2821,35.0
2822,41.4
2823,33.4
2824,74.2
2825,66.9
2826,11.1
2827,10.2
2828,11.8
2829,7.0
2830,26.7
2831,21.0
2832,19.0
2833,26.4
2834,35.0
2835,28.7
2836,15.9
2837,28.7
2838,15.9
2839,19.0
2840,31.8
2841,17.2
2842,32.2
2843,24.2
2844,15.9
2845,19.0
2846,27.4
2847,15.3
2848,27.4
2849,27.7
2850,12.7
2851,12.0
2852,10.0
2853,11.0
2854,15.0
2855,6.0
2856,18.0
2857,19.0
2858,10.0
2859,7.0
2860,15.0
2861,7.0
2862,17.0
2863,31.0
2864,18.0
2865,19.0
2866,5.0
2867,15.0
2868,20.0
2869,13.0
2870,15.0
2871,9.0
2872,19.0
2873,19.0
2874,29.0
2875,25.0
2876,19.0
2877,14.0
2878,30.0
2879,38.0
2880,24.0
2881,19.0
2882,9.0
2883,9.0
2884,11.0
2885,12.0
2886,12.0
2887,13.0
2888,6.0
2889,10.0
2890,12.0
2891,13.0
2892,16.0
2893,22.0
2894,29.0
2895,19.0
2896,15.0
2897,14.0
2898,12.0
2899,12.0
2900,15.0
2901,14.0
2902,13.0
2903,6.0
2904,19.1
2905,23.2
2906,21.0
2907,37.2
2908,22.6
2909,22.6
2910,26.7
2911,18.0
2912,13.0
2913,12.0
2914,12.0
2915,12.0
2916,9.0
2917,13.0
2918,66.9
2919,100.0
2920,38.0
2921,29.0
2922,26.0
2923,25.0
2924,33.0
2925,26.0
2926,18.0
2927,39.0
2928,27.0
2929,22.0
2930,26.0
2931,22.0
2932,34.0
2933,22.0
2934,28.0
2935,24.0
2936,33.0
2937,32.0
2938,39.0
2939,32.0
2940,22.0
2941,21.0
2942,39.0
2943,27.0
2944,35.0
2945,29.0
2946,24.0
2947,32.0
2948,22.0
2949,29.0
2950,26.0
2951,29.0
2952,33.0
2953,32.0
2954,28.0
2955,28.0
2956,36.0
2957,27.0
2958,32.0
2959,31.0
2960,24.0
2961,24.0
2962,19.0
2963,34.0
2964,33.0
2965,28.0
2966,24.0
2967,24.0
2968,29.0
2969,29.0
2970,27.0
2971,34.0
2972,32.0
2973,31.0
2974,33.0
2975,38.0
2976,31.0
2977,35.0
2978,27.0
2979,29.0
2980,26.0
2981,9.0
2982,9.0
2983,9.0
2984,9.0
2985,7.0
2986,7.0
2987,7.0
2988,8.0
2989,8.0
2990,8.0
2991,8.0
2992,8.0
2993,29.0
2994,29.0
2995,31.0
2996,33.0
2997,48.0
2998,50.0
2999,34.0
3000,33.0
3001,34.0
3002,38.0
3003,34.0
3004,41.0
3005,38.0
3006,40.0
3007,36.0
3008,38.0
3009,31.0
3010,43.0
3011,48.0
3012,38.0
3013,46.0
3014,35.0
3015,54.0
3016,44.0
3017,34.0
3018,34.0
3019,39.0
3020,24.0
3021,44.0
3022,41.0
3023,44.0
3024,48.0
3025,43.0
3026,32.0
3027,46.0
3028,52.0
3029,54.0
3030,60.0
3031,60.0
3032,39.0
3033,56.0
3034,55.0
3035,46.0
3036,50.0
3037,46.0
3038,45.0
3039,28.0
3040,58.0
3041,20.0
3042,31.0
3043,24.0
3044,32.0
3045,50.0
3046,34.0
3047,24.0
3048,28.0
3049,31.0
3050,21.0
3051,54.0
3052,22.0
3053,21.0
3054,22.0
3055,26.0
3056,28.0
3057,24.0
3058,26.0
3059,24.0
3060,22.0
3061,34.0
3062,18.0
3063,34.0
3064,19.0
3065,25.0
3066,22.0
3067,22.0
3068,26.0
3069,25.0
3070,25.0
3071,28.0
3072,36.0
3073,26.0
3074,26.0
3075,11.0
3076,14.0
3077,12.0
3078,10.0
3079,11.0
3080,18.0
3081,3.5
3082,16.0
3083,11.0
3084,13.0
3085,7.0
3086,14.0
3087,16.0
3088,16.0
3089,18.0
3090,15.0
3091,16.0
3092,18.0
3093,14.0
3094,14.0
3095,18.0
3096,12.0
3097,15.0
3098,16.0
3099,14.0
3100,14.0
3101,14.0
3102,16.0
3103,14.0
3104,7.0
3105,14.0
3106,14.0
3107,14.0
3108,15.0
3109,15.0
3110,10.0
3111,13.0
3112,9.0
3113,8.0
3114,12.0
3115,7.0
3116,7.0
3117,7.0
3118,7.0
3119,8.0
3120,8.0
3121,8.0
3122,9.0
3123,8.0
3124,8.0
3125,9.0
3126,9.0
3127,9.0
3128,9.0
3129,9.0
3130,7.0
3131,7.0
3132,6.0
3133,32.0
3134,19.0
3135,7.0
3136,12.0
3137,9.0
3138,8.0
3139,9.0
3140,8.0
3141,12.0
3142,8.0
3143,11.0
3144,11.0
3145,12.0
3146,14.0
3147,10.0
3148,10.0
3149,12.0
3150,14.0
3151,8.0
3152,8.0
3153,12.0
3154,8.0
3155,8.0
3156,8.0
3157,16.0
3158,16.0
3159,14.0
3160,16.0
3161,13.0
3162,15.0
3163,8.0
3164,8.0
3165,15.0
3166,10.0
3167,12.0
3168,10.0
3169,10.0
3170,10.0
3171,11.0
3172,13.0
3173,8.0
3174,9.0
3175,13.0
3176,15.0
3177,11.0
3178,13.0
3179,13.0
3180,10.0
3181,6.0
3182,9.0
3183,13.0
3184,12.0
3185,12.0
3186,12.0
3187,7.0
3188,8.0
3189,15.0
3190,16.0
3191,16.0
3192,13.0
3193,17.0
3194,11.0
3195,9.0
3196,8.0
3197,36.0
3198,9.0
3199,9.0
3200,6.0
3201,18.0
3202,14.0
3203,21.0
3204,19.0
3205,16.0
3206,19.0
3207,17.0
3208,19.0
3209,13.0
3210,21.0
3211,35.0
3212,22.0
3213,10.0
3214,10.0
3215,11.0
3216,6.0
3217,6.0
3218,6.0
3219,7.0
3220,7.0
3221,8.0
3222,8.0
3223,10.0
3224,10.0
3225,9.0
3226,27.0
3227,16.0
3228,11.0
3229,16.0
3230,11.0
3231,8.0
3232,18.0
3233,22.0
3234,13.0
3235,10.0
3236,15.0
3237,16.0
3238,16.0
3239,14.0
3240,11.0
3241,8.0
3242,10.0
3243,12.0
3244,11.0
3245,22.0
3246,11.0
3247,8.0
3248,14.0
3249,12.0
3250,16.0
3251,7.0
3252,26.0
3253,8.0
3254,24.0
3255,18.0
3256,18.0
3257,19.0
3258,15.0
3259,18.0
3260,12.0
3261,12.0
3262,16.0
3263,36.0
3264,35.0
3265,35.0
3266,22.0
3267,7.0
3268,25.0
3269,10.0
3270,20.0
3271,8.0
3272,20.0
3273,20.0
3274,22.0
3275,22.0
3276,23.0
3277,16.0
3278,16.0
3279,21.0
3280,19.0
3281,17.0
3282,17.0
3283,15.0
3284,17.0
3285,18.0
3286,21.0
3287,13.0
3288,13.0
3289,15.0
3290,15.0
3291,15.0
3292,10.0
3293,11.0
3294,12.0
3295,8.0
3296,8.0
3297,8.0
3298,21.0
3299,20.0
3300,20.0
3301,13.0
3302,20.0
3303,7.0
3304,19.0
3305,18.0
3306,6.0
3307,14.0
3308,14.0
3309,35.0
3310,32.0
3311,18.0
3312,32.0
3313,32.0
3314,32.0
3315,32.0
3316,32.0
3317,32.0
3318,32.0
3319,32.0
3320,15.0
3321,16.0
3322,15.0
3323,18.0
3324,42.0
3325,42.0
3326,12.0
3327,33.0
3328,25.0
3329,38.0
3330,10.0
3331,10.0
3332,32.0
3333,34.0
3334,20.0
3335,11.0
3336,35.0
3337,11.0
3338,40.0
3339,19.0
3340,10.0
3341,44.0
3342,60.0
3343,66.0
3344,70.0
3345,70.0
3346,68.0
3347,58.0
3348,66.0
3349,58.0
3350,44.0
3351,40.0
3352,35.0
3353,32.0
3354,40.0
3355,41.0
3356,44.0
3357,42.0
3358,44.0
3359,44.0
3360,38.0
3361,20.0
3362,55.0
3363,8.0
3364,8.0
3365,8.0
3366,8.0
3367,6.0
3368,8.0
3369,8.0
3370,8.0
3371,8.0
3372,8.0
3373,6.0
3374,6.0
3375,8.0
3376,8.0
3377,8.0
3378,8.0
3379,8.0
3380,8.0
3381,8.0
3382,8.0
3383,9.0
3384,9.0
3385,9.0
3386,9.0
3387,9.0
3388,9.0
3389,9.0
3390,9.0
3391,9.0
3392,9.0
3393,50.0
3394,120.0
3395,45.0
3396,95.0
3397,25.0
3398,25.0
3399,10.0
3400,95.0
3401,10.0
3402,10.0
3403,40.0
3404,29.0
3405,29.0
3406,10.0
3407,50.0
3408,50.0
3409,15.0
3410,120.0
3411,25.0
3412,75.0
3413,80.0
3414,25.0
3415,25.0
3416,25.0
3417,25.0
3418,25.0
3419,25.0
3420,80.0
3421,50.0
3422,30.0
3423,30.0
3424,15.0
3425,30.0
3426,30.0
3427,20.0
3428,30.0
3429,30.0
3430,30.0
3431,30.0
3432,50.0
3433,50.0
3434,50.0
3435,20.0
3436,70.0
3437,60.0
3438,55.0
3439,60.0
3440,25.0
3441,25.0
3442,30.0
3443,37.9
3444,39.5
3445,39.5
3446,41.4
3447,35.0
3448,35.0
3449,25.0
3450,25.0
3451,25.0
3452,35.0
3453,35.0
3454,35.0
3455,30.0
3456,35.0
3457,30.0
3458,30.0
3459,30.0
3460,30.0
3461,38.0
3462,30.0
3463,30.0
3464,27.0
3465,27.0
3466,30.0
3467,15.0
3468,15.0
3469,15.0
3470,15.0
3471,27.0
3472,45.0
3473,30.0
3474,30.0
3475,30.0
3476,50.0
3477,30.0
3478,10.0
3479,10.0
3480,10.0
3481,10.0
3482,9.0
3483,10.0
3484,10.0
3485,12.0
3486,12.0
3487,12.0
3488,12.0
3489,11.0
3490,13.0
3491,15.0
3492,15.0
3493,15.0
3494,45.0
3495,75.0
3496,18.0
3497,75.0
3498,18.0
3499,25.0
3500,60.0
3501,40.0
3502,30.0
3503,30.0
3504,35.0
3505,35.0
3506,28.0
3507,30.0
3508,35.0
3509,29.0
3510,30.0
3511,30.0
3512,50.0
3513,50.0
3514,70.0
3515,50.0
3516,80.0
3517,15.0
3518,30.0
3519,70.0
3520,50.0
3521,70.0
3522,70.0
3523,30.0
3524,50.0
3525,29.0
3526,29.0
3527,29.0
3528,29.0
3529,29.0
3530,29.0
3531,29.0
3532,29.0
3533,29.0
3534,29.0
3535,29.0
3536,29.0
3537,29.0
3538,50.0
3539,18.0
3540,45.0
3541,45.0
3542,15.0
3543,15.0
3544,15.0
3545,15.0
3546,65.0
3547,65.0
3548,65.0
3549,48.0
3550,15.0
3551,15.0
3552,15.0
3553,48.0
3554,29.0
3555,29.0
3556,25.0
3557,25.0
3558,9.0
3559,10.0
3560,10.0
3561,11.0
3562,10.0
3563,10.0
3564,11.0
3565,44.0
3566,68.0
3567,28.0
3568,41.0
3569,44.0
3570,25.0
3571,68.0
3572,32.0
3573,62.0
3574,24.0
3575,60.0
3576,21.0
3577,21.0
3578,21.0
3579,32.0
3580,15.0
3581,33.0
3582,30.0
3583,28.0
3584,27.0
3585,24.0
3586,15.0
3587,31.0
3588,38.0
3589,12.0
3590,25.0
3591,23.0
3592,23.0
3593,31.0
3594,24.0
3595,32.0
3596,32.0
3597,28.0
3598,36.0
3599,29.0
3600,40.0
3601,40.0
3602,35.0
3603,25.0
3604,25.0
3605,45.0
3606,30.0
3607,32.0
3608,27.0
3609,45.0
3610,50.0
3611,20.0
3612,20.0
3613,20.0
3614,20.0
3615,30.0
3616,40.0
3617,45.0
3618,45.0
3619,27.0
3620,38.0
3621,50.0
3622,18.0
3623,24.0
3624,60.0
3625,48.0
3626,30.0
3627,35.0
3628,32.0
3629,25.0
3630,18.0
3631,42.0
3632,42.0
3633,42.0
3634,42.0
3635,54.0
3636,20.0
3637,18.0
3638,55.0
3639,28.0
3640,26.0
3641,41.0
3642,30.0
3643,30.0
3644,28.0
3645,28.0
3646,26.0
3647,35.0
3648,28.0
3649,31.0
3650,29.0
3651,29.0
3652,33.0
3653,27.0
3654,25.0
3655,75.0
3656,75.0
3657,38.0
3658,28.0
3659,25.0
3660,28.0
3661,28.0
3662,28.0
3663,33.0
3664,27.0
3665,35.0
3666,40.0
3667,30.0
3668,38.0
3669,38.0
3670,38.0
3671,38.0
3672,38.0
3673,38.0
3674,38.0
3675,55.0
3676,78.0
3677,38.0
3678,38.0
3679,33.0
3680,8.0
3681,8.0
3682,6.0
3683,6.0
3684,6.0
3685,6.0
3686,25.0
3687,6.0
3688,17.0
3689,14.0
3690,18.0
3691,58.0
3692,58.0
3693,28.0
3694,28.0
3695,38.0
3696,29.0
3697,60.0
3698,60.0
3699,51.0
3700,33.0
3701,33.0
3702,33.0
3703,45.0
3704,45.0
3705,33.0
3706,25.0
3707,25.0
3708,25.0
3709,18.0
3710,57.0
3711,35.0
3712,35.0
3713,42.0
3714,42.0
3715,42.0
3716,42.0
3717,34.0
3718,80.0
3719,70.0
3720,62.0
3721,41.0
3722,34.0
3723,44.0
3724,44.0
3725,30.0
3726,35.0
3727,35.0
3728,40.1
3729,8.0
3730,35.0
3731,8.0
3732,8.0
3733,40.1
3734,49.3
3735,55.0
3736,45.0
3737,43.0
3738,39.2
3739,25.0
3740,8.0
3741,25.0
3742,25.0
3743,45.0
3744,8.0
3745,27.0
3746,8.0
3747,30.0
3748,35.0
3749,27.0
3750,8.0
3751,8.0
3752,8.0
3753,80.0
3754,70.0
3755,70.0
3756,70.0
3757,70.0
3758,26.0
3759,13.0
3760,13.0
3761,13.0
3762,25.0
3763,31.0
3764,33.0
3765,15.0
3766,33.0
3767,70.0
3768,70.0
3769,70.0
3770,70.0
3771,21.0
3772,26.0
3773,28.0
3774,8.0
3775,28.0
3776,16.0
3777,46.0
3778,22.0
3779,8.0
3780,29.0
3781,8.0
3782,35.0
3783,8.0
3784,35.0
3785,28.0
3786,70.0
3787,60.0
3788,60.0
3789,90.0
3790,75.0
3791,75.0
3792,75.0
3793,35.0
3794,16.0
3795,45.0
3796,45.0
3797,25.0
3798,48.0
3799,21.0
3800,24.0
3801,15.0
3802,24.0
3803,21.0
3804,35.0
3805,22.0
3806,16.0
3807,30.0
3808,24.0
3809,24.0
3810,24.0
3811,24.0
3812,24.0
3813,24.0
3814,24.0
3815,24.0
3816,38.0
3817,34.0
3818,38.0
3819,24.0
3820,24.0
3821,60.0
3822,56.0
3823,56.0
3824,86.0
3825,50.0
3826,20.0
3827,20.0
3828,20.0
3829,20.0
3830,20.0
3831,20.0
3832,24.0
3833,24.0
3834,24.0
3835,24.0
3836,20.0
3837,24.0
3838,28.0
3839,22.0
3840,15.0
3841,22.0
3842,22.0
3843,35.0
3844,35.0
3845,28.0
3846,70.0
3847,70.0
3848,70.0
3849,70.0
3850,70.0
3851,70.0
3852,70.0
3853,60.0
3854,16.0
3855,47.0
3856,60.0
3857,22.0
3858,18.0
3859,18.0
3860,30.0
3861,35.0
3862,25.0
3863,25.0
3864,25.0
3865,25.0
3866,25.0
3867,25.0
3868,25.0
3869,25.0
3870,35.0
3871,35.0
3872,60.0
3873,25.0
3874,20.0
3875,20.0
3876,25.0
3877,25.0
3878,25.0
3879,38.0
3880,35.0
3881,35.0
3882,35.0
3883,18.0
3884,15.0
3885,25.0
3886,18.0
3887,18.0
3888,28.0
3889,38.0
3890,44.0
3891,29.0
3892,34.0
3893,29.0
3894,38.0
3895,6.0
3896,6.0
3897,6.0
3898,6.0
3899,6.0
3900,6.0
3901,6.0
3902,6.0
3903,6.0
3904,6.0
3905,6.0
3906,6.0
3907,123.0
3908,123.0
3909,123.0
3910,123.0
3911,123.0
3912,123.0
3913,123.0
3914,123.0
3915,123.0
3916,123.0
3917,123.0
3918,123.0
3919,123.0
3920,123.0
3921,123.0
3922,123.0
3923,123.0
3924,123.0
3925,123.0
3926,123.0
3927,44.0
3928,8.0
3929,38.0
3930,50.0
3931,50.0
3932,50.0
3933,50.0
3934,8.0
3935,44.0
3936,44.0
3937,44.0
3938,58.0
3939,8.0
3940,8.0
3941,10.0
3942,28.0
3943,25.0
3944,25.0
3945,25.0
3946,25.0
3947,25.0
3948,25.0
3949,25.0
3950,25.0
3951,25.0
3952,25.0
3953,25.0
3954,25.0
3955,25.0
3956,25.0
3957,23.0
3958,44.0
3959,44.0
3960,16.0
3961,25.0
3962,32.0
3963,34.0
3964,34.0
3965,30.0
3966,15.0
3967,19.0
3968,19.0
3969,19.0
3970,19.0
3971,19.0
3972,19.0
3973,18.0
3974,18.0
3975,18.0
3976,46.0
3977,22.0
3978,23.0
3979,22.0
3980,24.0
3981,22.0
3982,22.0
3983,21.0
3984,45.0
3985,31.0
3986,38.0
3987,44.0
3988,44.0
3989,36.0
3990,39.0
3991,29.0
3992,17.0
3993,17.0
3994,17.0
3995,17.0
3996,17.0
3997,17.0
3998,24.0
3999,14.0
4000,17.0
4001,29.0
4002,38.0
4003,41.0
4004,41.0
4005,15.0
4006,15.0
4007,15.0
4008,41.0
4009,14.0
4010,44.0
4011,21.0
4012,28.0
4013,80.0
4014,41.0
4015,26.0
4016,14.0
4017,25.0
4018,45.0
4019,21.0
4020,27.0
4021,4.0
4022,46.0
4023,41.0
4024,32.0
4025,23.0
4026,18.0
4027,18.0
4028,18.0
4029,18.0
4030,18.0
4031,18.0
4032,18.0
4033,18.0
4034,18.0
4035,18.0
4036,18.0
4037,18.0
4038,18.0
4039,18.0
4040,18.0
4041,25.0
4042,25.0
4043,18.0
4044,18.0
4045,18.0
4046,36.0
4047,18.0
4048,18.0
4049,18.0
4050,18.0
4051,18.0
4052,18.0
4053,18.0
4054,18.0
4055,18.0
4056,18.0
4057,18.0
4058,18.0
4059,18.0
4060,18.0
4061,18.0
4062,18.0
4063,18.0
4064,18.0
4065,18.0
4066,18.0
4067,18.0
4068,18.0
4069,50.0
4070,18.0
4071,42.0
4072,52.0
4073,88.0
4074,70.0
4075,79.0
4076,14.0
4077,80.0
4078,100.0
4079,90.0
4080,60.0
4081,60.0
4082,75.0
4083,74.0
4084,76.0
4085,74.0
4086,90.0
4087,60.0
4088,60.0
4089,60.0
4090,60.0
4091,40.0
4092,40.0
4093,40.0
4094,44.0
4095,30.0
4096,22.0
4097,26.0
4098,32.0
4099,47.0
4100,54.0
4101,27.0
4102,56.7
4103,33.1
4104,47.8
4105,23.0
4106,74.5
4107,42.7
4108,46.2
4109,36.3
4110,49.0
4111,34.1
4112,43.0
4113,53.5
4114,39.2
4115,73.9
4116,44.6
4117,41.0
4118,35.7
4119,45.2
4120,83.1
4121,53.2
4122,128.9
4123,37.2
4124,40.1
4125,74.2
4126,50.3
4127,28.0
4128,56.0
4129,53.5
4130,29.0
4131,36.0
4132,42.0
4133,29.0
4134,32.0
4135,44.0
4136,29.0
4137,38.0
4138,87.5
4139,30.6
